"TID","TH"
"TID_NPC_CHALLENGE_TH11_LAVALOON_HOUNDS1","เริ่มต้นด้วยการส่ง<c54a0fe>สุนัขลาวา</c>เพื่อป้องกัน<c54a0fe>บอลลูน</c>ของท่าน!"
"TID_NPC_CHALLENGE_TH11_LAVALOON_HOUNDS2","ส่ง<c54a0fe>สุนัขลาวา</c>อีกตัว"
"TID_NPC_CHALLENGE_TH11_LAVALOON_ICE_GOLEM","ส่ง<c54a0fe>โกเล็มน้ำแข็ง</c>เพื่อแช่แข็งสิ่งก่อสร้างเพื่อการป้องกันตอนที่มันตาย"
"TID_NPC_CHALLENGE_TH11_LAVALOON_INFO_EAGLE","เริ่มต้นการโจมตีด้วยการทำลาย<cf70d16>ปืนใหญ่อินทรี</c>ก่อนที่ปืนจะเริ่มยิง"
"TID_NPC_CHALLENGE_TH11_LAVALOON_INFO_QUEEN","ท่านต้องมีแผนเพื่อจัดการกับ<cf70d16>ราชินีศัตรู</c>"
"TID_NPC_CHALLENGE_TH11_LAVALOON_JUMP","ใช้<c85ff3b>อาคมกระโดด</c>เพื่อช่วยให้<c9916c8>ราชินีธนู</c>ของท่านไปถึงเป้าหมายได้!"
"TID_NPC_CHALLENGE_TH11_LAVALOON_KING_ABILITY","เปิดใช้<c9916c8>ความสามารถของราชันคนเถื่อน</c>ก่อนเขาจะตาย"
"TID_NPC_CHALLENGE_TH11_LAVALOON_MINIONS","ใช้<c54a0fe>ลูกกระจ๊อก</c>ของท่านกวาดล้างสิ่งที่ยังเหลืออยู่!"
"TID_NPC_CHALLENGE_TH11_LAVALOON_STONE_SLAMMER","ส่ง<c54a0fe>ศิลาจอมถล่ม</c>เพื่อปกป้อง<c54a0fe>บอลลูน</c>ของท่านและทำลายการป้องกัน!"
"TID_NPC_CHALLENGE_TH11_LAVALOON_WARDEN_ABILITY","ใช้ความสามารถของ<c9916c8>ผู้คุมยิ่งใหญ่</c>เพื่อช่วยให้<c54a0fe>บอลลูน</c>ของท่านไร้เทียมทาน!"
"TID_NPC_CHALLENGE_TH12_DRAGBAT_BALLOONS","ส่ง<c54a0fe>บอลลูน</c>ที่เหลืออยู่"
"TID_NPC_CHALLENGE_TH12_DRAGBAT_DRAGONS","ส่ง<c54a0fe>มังกร</c>เป็นแถว"
"TID_NPC_CHALLENGE_TH12_DRAGBAT_FREEZE1","ใช้<c38eaff>อาคมแช่แข็ง</c>เพื่อรักษาชีวิตของ<c54a0fe>ค้างคาว</c> พยายามเล็งทั้ง<cf70d16>หอคอยพ่อมด</c>และ<cf70d16>การป้องกันทางอากาศ</c>!"
"TID_NPC_CHALLENGE_TH12_DRAGBAT_FREEZE2","ใช้<c38eaff>อาคมแช่แข็ง</c>ที่เหลืออยู่และ<c9916c8>ความสามารถของผู้คุมยิ่งใหญ่</c>เพื่อให้แน่ใจว่า<cf70d16>ศาลากลาง</c>จะพ่ายแพ้"
"TID_NPC_CHALLENGE_TH12_DRAGBAT_ICE_GOLEMS","ส่ง<c54a0fe>โกเล็มน้ำแข็ง</c>เพื่อป้องกัน<c9916c8>ราชินีธนู</c>"
"TID_NPC_CHALLENGE_TH12_DRAGBAT_SNIPE_ARCHER_TOWER","จัดการกับ<cf70d16>หอคอยพลธนู</c>ด้วย<c54a0fe>บอลลูน</c>"
"TID_NPC_CHALLENGE_TH12_DRAGBAT_SPAWN_BATS1","ใช้<c9916c8>อาคมค้างคาว</c>เพื่อกำจัด<cf70d16>ปืนใหญ่อินทรี</c>และ<cf70d16>หอคอยเพลิงนรกแบบเป้าหมายเดียว</c>"
"TID_NPC_CHALLENGE_TH12_DRAGBAT_SPAWN_BATS2","ใช้<c9916c8>อาคมค้างคาว</c>เพื่อทำลาย<cf70d16>หอคอยพ่อมด</c>ที่เหลือ"
"TID_NPC_CHALLENGE_TH12_DRAGBAT_STONE_SLAMMER","ส่ง<c54a0fe>ศิลาจอมถล่ม</c>เพื่อทำลาย<cf70d16>หอคอยเพลิงนรกแบบหลาย\nเป้าหมาย</c>"
"TID_NPC_CHALLENGE_TH12_YETI_CLEANUP","ใช้<c54a0fe>พ่อมด</c> <cf07bf8>อาคมเร่งรีบ</c> และ<c38eaff>อาคมแช่แข็ง</c>ที่เหลือเพื่อจบการโจมตี"
"TID_NPC_CHALLENGE_TH12_YETI_EARTHQUAKES","ใช้<ca9561f>อาคมแผ่นดินไหว</c>เพื่อเปิดฐานและสร้างความเสียหายให้กับสิ่งก่อสร้างบางหลัง"
"TID_NPC_CHALLENGE_TH12_YETI_FUNNEL_PEKKAS","ส่ง <c54a0fe>P.E.K.K.A</c> เพื่อกวาดล้างอีกมุมหนึ่ง โดยส่งแยกห่างจาก<c9916c8>ผู้คุมยิ่งใหญ่</c>!"
"TID_NPC_CHALLENGE_TH12_YETI_FUNNEL_WIZARDS","ส่ง<c54a0fe>พ่อมด</c>ลงไปช่วยเหลือ"
"TID_NPC_CHALLENGE_TH12_YETI_GRAND_WARDEN","ส่งผู้คุมยิ่งใหญ่ในโหมดเดิน เพื่อเริ่มใช้<c9916c8>แกรนด์วาร์เดน</c>วอล์ก!"
"TID_NPC_CHALLENGE_TH12_YETI_HEALERS","ส่ง<c54a0fe>ผู้เยียวยา</c>เพื่อช่วยสนับสนุน<c9916c8>ผู้คุมยิ่งใหญ่</c>"
"TID_NPC_CHALLENGE_TH12_YETI_INFO_WARDEN_WALK","วัตถุประสงค์หลักของ<c9916c8>ผู้คุมยิ่งใหญ่</c>คือกวาดล้างบริเวณมุมและทำลาย<cf70d16>หอคอยเพลิงนรก</c>"
"TID_NPC_CHALLENGE_TH12_YETI_JUMP","ใช้<c85ff3b>อาคมกระโดด</c>เพื่อเข้าถึง<cf70d16>เทสลามหากาฬ</c>"
"TID_NPC_CHALLENGE_TH12_YETI_PEKKAS","ส่ง <c54a0fe>P.E.K.K.A</c> ที่เหลืออยู่"
"TID_NPC_CHALLENGE_TH12_YETI_RAGE2","ใช้<cf07bf8>อาคมคลุ้มคลั่ง</c>เพื่อกวาดล้างศูนย์กลางโดยเร็ว!"
"TID_NPC_CHALLENGE_TH12_YETI_STONE_SLAMMER","ใช้<c54a0fe>ศิลาจอมถล่ม</c>เพื่อกวาดล้างด้านข้าง ศิลาจอมถล่มมี<c54a0fe>บอลลูน</c>แปดเครื่อง"
"TID_NPC_CHALLENGE_TH12_YETI_YETIS","ส่ง<c54a0fe>เยติ</c>เพื่อเบนความสนใจออกจาก<c9916c8>ผู้คุมยิ่งใหญ่</c>!"
"TID_NPC_CHALLENGE_TH13_HYBRID_ARCHER_QUEEN","ส่ง<c9916c8>ราชินีธนู</c>เพื่อจัดการกับ<cf70d16>โกเล็มน้ำแข็ง</c>"
"TID_NPC_CHALLENGE_TH13_HYBRID_BABY_DRAGON","ส่ง<c54a0fe>มังกรน้อย</c>เพื่อกวาดล้างพื้นที่ด้านล่างเพื่อให้<c9916c8>ราชินีธนู</c>เดินขึ้นมาได้"
"TID_NPC_CHALLENGE_TH13_HYBRID_CLEAN_UP","โจมตีให้เสร็จด้วยอาคมที่เหลืออยู่"
"TID_NPC_CHALLENGE_TH13_HYBRID_ELECTRO_DRAGON","ขณะที่<c9916c8>ราชินีธนู</c>กำลังต่อสู้อยู่ ให้เริ่มกวาดล้างมุมอื่นด้วย<c54a0fe>มังกรไฟฟ้า</c>"
"TID_NPC_CHALLENGE_TH13_HYBRID_GOLEM","มุมล่างของฐานมีการป้องกันที่แข็งแกร่งมากมาย ใช้<c54a0fe>โกเล็ม</c>เพื่อรับความเสียหายส่วนใหญ่"
"TID_NPC_CHALLENGE_TH13_HYBRID_GRAND_WARDEN","ส่ง<c9916c8>ผู้คุมยิ่งใหญ่</c>เพื่อติดตาม<c54a0fe>คนงานเหมือง</c> ใช้โหมดเดิน!"
"TID_NPC_CHALLENGE_TH13_HYBRID_HEAL","ใช้<cffe346>อาคมเยียวยา</c>เพื่อรักษา<c54a0fe>คนงานเหมือง</c>และ<c54a0fe>คนขี่หมูป่า</c>ให้มีชีวิตรอด"
"TID_NPC_CHALLENGE_TH13_HYBRID_HOGS","ส่ง<c54a0fe>คนขี่หมูป่า</c>เพื่อช่วยสนับสนุน<c54a0fe>คนงานเหมือง</c>"
"TID_NPC_CHALLENGE_TH13_HYBRID_MINERS","ด้านข้างถูกกวาดล้างแล้ว ส่ง<c54a0fe>คนงานเหมือง</c>ไปยังศูนย์กลาง!"
"TID_NPC_CHALLENGE_TH13_HYBRID_RAGE1","ใช้<cf07bf8>อาคมคลุ้มคลั่ง</c>เพื่อบุกเข้าฐานอย่างรวดเร็ว!"
"TID_NPC_CHALLENGE_TH13_HYBRID_ROYAL_CHAMPION","ส่ง<c9916c8>ยอดนักรบหลวง</c> เธอทรงพลังมากเมื่อใช้งานกับ<c54a0fe>คนขี่หมูป่า</c>"
"TID_NPC_CHALLENGE_TH13_HYBRID_SIEGE_BARRACKS","ส่ง<c54a0fe>โรงทหารถล่มเมือง</c>ไปที่ด้านหลังของ<c54a0fe>โกเล็ม</c>"
"TID_NPC_CHALLENGE_TH13_HYBRID_VALKYRIES","เริ่มต้นด้วยการล่อกองกำลังปราสาทแคลนของศัตรูออกมาโดยใช้<c54a0fe>วัลคีรี</c>"
"TID_NPC_CHALLENGE_TH4_GIANT_GIANTS1","ส่ง<c54a0fe>ยักษ์</c>เพื่อป้องกัน<c54a0fe>นักระเบิดกำแพง</c>"
"TID_NPC_CHALLENGE_TH4_GIANT_GIANTS2","คราวนี้ส่ง<c54a0fe>ยักษ์</c>เพื่อทำลายการป้องกันที่เหลืออยู่"
"TID_NPC_CHALLENGE_TH4_GIANT_GOBLINS","หลังจาก<cf70d16>ปืนครก</c>ถูกทำลาย ส่ง<c54a0fe>ก็อบลิน</c>เพื่อเข้าไปกวาดล้างฐานที่เหลือ"
"TID_NPC_CHALLENGE_TH4_GIANT_WALL_BREAKERS","รีบทำลายกำแพงก่อนที่<c54a0fe>ยักษ์</c>จะตาย"
"TID_NPC_CHALLENGE_TH6_GIWIWA_GIANT","ส่ง<c54a0fe>ยักษ์</c>เพื่อป้องกัน<c54a0fe>นักระเบิดกำแพง</c>"
"TID_NPC_CHALLENGE_TH6_GIWIWA_GIANTS","เริ่มต้นการโจมตีหลักด้วยการส่ง<c54a0fe>ยักษ์</c>ของท่านก่อนเพื่อปกป้อง<c54a0fe>พ่อมด</c>ของท่าน!"
"TID_NPC_CHALLENGE_TH6_GIWIWA_HEAL1","ใช้<cffe346>อาคมเยียวยา</c>เพื่อปกป้อง<c54a0fe>ยักษ์</c>จาก<cf70d16>หอคอยพ่อมด</c>!"
"TID_NPC_CHALLENGE_TH6_GIWIWA_HEAL2","ใช้<cffe346>อาคมเยียวยา</c>กับ<c54a0fe>ยักษ์</c>อีก เพื่อเติมพลังชีวิตกลับมา!"
"TID_NPC_CHALLENGE_TH6_GIWIWA_WALL_BREAKERS1","ทำลายกำแพงชั้นแรกก่อนที่<c54a0fe>ยักษ์</c>จะตาย"
"TID_NPC_CHALLENGE_TH6_GIWIWA_WALL_BREAKERS2","หลังจากยิงกระสุนจาก<cf70d16>ปืนครก</c>แล้ว คราวนี้ถึงเวลาทำลายกำแพงชั้นที่สองเพื่อเปิดทางให้กองทัพของท่านเข้าถึง<cf70d16>ศาลากลาง</c>!"
"TID_NPC_CHALLENGE_TH6_GIWIWA_WIZARDS1","ส่ง<c54a0fe>พ่อมด</c>ในระหว่างที่กำลังเบนความสนใจการป้องกันอยู่!"
"TID_NPC_CHALLENGE_TH6_GIWIWA_WIZARDS2","ทางสะดวกแล้ว! ส่ง<c54a0fe>พ่อมด</c>ลงไปเพิ่ม!"
"TID_NPC_CHALLENGE_TH7_DRAGON_BARBARIAN_KING","ส่ง<c9916c8>ราชันคนเถื่อน</c>เพื่อป้องกัน<c54a0fe>มังกร</c>จาก<cf70d16>หอคอยพลธนู</c>"
"TID_NPC_CHALLENGE_TH7_DRAGON_DRAGONS1","ส่ง<c54a0fe>มังกร</c>เพื่อเคลียร์ด้านข้างของฐาน"
"TID_NPC_CHALLENGE_TH7_DRAGON_DRAGONS2","ส่ง<c54a0fe>มังกร</c>อีกตัวเพื่อเคลียร์มุมของฐาน นี่จะช่วยให้กองทัพที่เหลือสามารถเข้าไปสู่ตรงกลางฐานได้"
"TID_NPC_CHALLENGE_TH7_DRAGON_DRAGONS3","ส่ง<c54a0fe>มังกร</c>ที่เหลืออยู่"
"TID_NPC_CHALLENGE_TH7_DRAGON_LIGHTNING","ทำลายหนึ่งใน<cf70d16>การป้องกันทางอากาศ</c>ด้วย<c38eaff>อาคมสายฟ้า</c>"
"TID_NPC_CHALLENGE_TH7_HOG_BARBARIAN_KING","ส่ง<c9916c8>ราชันคนเถื่อน</c>เพื่อจัดการกับราชันของศัตรูก่อนที่เขาจะจัดการกับ<c54a0fe>คนขี่หมูป่า</c>ของท่าน"
"TID_NPC_CHALLENGE_TH7_HOG_HEAL1","พลังชีวิตของ<c54a0fe>คนขี่หมูป่า</c>กำลังลดลง ใช้<cffe346>อาคมเยียวยา</c>เดี๋ยวนี้!"
