"TID","RU"
"TID_LEADER_ROTATION_MAIL_TEXT","Глава этого клана не проявляет активность уже больше <daysInactive> дней. Через <daysToRotation> дней должность главы клана будет передана активному игроку самого высокого ранга, который дольше всего состоит в клане. Чтобы предотвратить это, действующему главе клана необходимо войти в игру.\n\nКандидат на роль нового главы клана: <newLeader>."
"TID_LEAGUES_DIVISIONS","Категории"
"TID_LEAGUES_GET_MORE_TROPHIES","Получите <number> трофеев для вступления в лигу"
"TID_LEAGUES_I","I"
"TID_LEAGUES_II","II"
"TID_LEAGUES_III","III"
"TID_LEAGUES_IV","IV"
"TID_LEAGUES_LEAGUE_ORDER","Уровни лиг"
"TID_LEAGUES_UNRANKED_AFTER_SHUFFLE","Сезон лиг окончен. Атакуйте любую деревню, чтобы попасть в новую лигу!"
"TID_LEAGUES_V","V"
"TID_LEAGUE_BRASS1","Латунная лига I"
"TID_LEAGUE_BRASS1_SHORT","Латунная I"
"TID_LEAGUE_BRASS2","Латунная лига II"
"TID_LEAGUE_BRASS2_SHORT","Латунная II"
"TID_LEAGUE_BRASS3","Латунная лига III"
"TID_LEAGUE_BRASS3_SHORT","Латунная III"
"TID_LEAGUE_BRONZE","Бронзовая"
"TID_LEAGUE_BRONZE1","Бронзовая лига I"
"TID_LEAGUE_BRONZE1_SHORT","Бронзовая I"
"TID_LEAGUE_BRONZE2","Бронзовая лига II"
"TID_LEAGUE_BRONZE2_SHORT","Бронзовая II"
"TID_LEAGUE_BRONZE3","Бронзовая лига III"
"TID_LEAGUE_BRONZE3_SHORT","Бронзовая III"
"TID_LEAGUE_CHAMPION","Чемпионская лига"
"TID_LEAGUE_CHAMPION1","Чемпионская лига I"
"TID_LEAGUE_CHAMPION1_SHORT","Чемпионская I"
"TID_LEAGUE_CHAMPION2","Чемпионская лига II"
"TID_LEAGUE_CHAMPION2_SHORT","Чемпионская II"
"TID_LEAGUE_CHAMPION3","Чемпионская лига III"
"TID_LEAGUE_CHAMPION3_SHORT","Чемпионская III"
"TID_LEAGUE_CHAMPION_SHORT","Чемпионская"
"TID_LEAGUE_CHANGE_TEXT","Лига: <league>"
"TID_LEAGUE_CLAY1","Глиняная лига I"
"TID_LEAGUE_CLAY1_SHORT","Глиняная I"
"TID_LEAGUE_CLAY2","Глиняная лига II"
"TID_LEAGUE_CLAY2_SHORT","Глиняная II"
"TID_LEAGUE_CLAY3","Глиняная лига III"
"TID_LEAGUE_CLAY3_SHORT","Глиняная III"
"TID_LEAGUE_CLAY4","Глиняная лига IV"
"TID_LEAGUE_CLAY4_SHORT","Глиняная IV"
"TID_LEAGUE_CLAY5","Глиняная лига V"
"TID_LEAGUE_CLAY5_SHORT","Глиняная V"
"TID_LEAGUE_COPPER1","Медная лига I"
"TID_LEAGUE_COPPER1_SHORT","Медная I"
"TID_LEAGUE_COPPER2","Медная лига II"
"TID_LEAGUE_COPPER2_SHORT","Медная II"
"TID_LEAGUE_COPPER3","Медная лига III"
"TID_LEAGUE_COPPER3_SHORT","Медная III"
"TID_LEAGUE_COPPER4","Медная лига IV"
"TID_LEAGUE_COPPER4_SHORT","Медная IV"
"TID_LEAGUE_COPPER5","Медная лига V"
"TID_LEAGUE_COPPER5_SHORT","Медная V"
"TID_LEAGUE_CRYSTAL","Хрустальная"
"TID_LEAGUE_CRYSTAL1","Хрустальная лига I"
"TID_LEAGUE_CRYSTAL1_SHORT","Хрустальная I"
"TID_LEAGUE_CRYSTAL2","Хрустальная лига II"
"TID_LEAGUE_CRYSTAL2_SHORT","Хрустальная II"
"TID_LEAGUE_CRYSTAL3","Хрустальная лига III"
"TID_LEAGUE_CRYSTAL3_SHORT","Хрустальная III"
"TID_LEAGUE_DIAMOND","Алмазная лига"
"TID_LEAGUE_DIAMOND_SHORT","Алмазная"
"TID_LEAGUE_DIVISIONS","Категории"
"TID_LEAGUE_DROP_OUT_OF_LEAGUE","Вы больше не состоите в лиге."
"TID_LEAGUE_EMERALD1","Изумрудная лига I"
"TID_LEAGUE_EMERALD1_SHORT","Изумрудная I"
"TID_LEAGUE_EMERALD2","Изумрудная лига II"
"TID_LEAGUE_EMERALD2_SHORT","Изумрудная II"
"TID_LEAGUE_EMERALD3","Изумрудная лига III"
"TID_LEAGUE_EMERALD3_SHORT","Изумрудная III"
"TID_LEAGUE_EXACT_SIZE","Выберите участников войны (<num>)"
"TID_LEAGUE_GOLD","Золотая"
"TID_LEAGUE_GOLD1","Золотая лига I"
"TID_LEAGUE_GOLD1_SHORT","Золотая I"
"TID_LEAGUE_GOLD2","Золотая лига II"
"TID_LEAGUE_GOLD2_SHORT","Золотая II"
"TID_LEAGUE_GOLD3","Золотая лига III"
"TID_LEAGUE_GOLD3_SHORT","Золотая III"
"TID_LEAGUE_HERO","Титан"
"TID_LEAGUE_HERO1","Лига титанов I"
"TID_LEAGUE_HERO1_SHORT","Титан I"
"TID_LEAGUE_HERO2","Лига титанов II"
"TID_LEAGUE_HERO2_SHORT","Титан II"
"TID_LEAGUE_HERO3","Лига титанов III"
"TID_LEAGUE_HERO3_SHORT","Титан III"
"TID_LEAGUE_I","I"
"TID_LEAGUE_II","II"
"TID_LEAGUE_III","III"
"TID_LEAGUE_INFO_LOOT_BONUS","Макс. бонус добычи в Лиге титанов I:"
"TID_LEAGUE_INFO_LOOT_BONUS3","В лиге вы получаете бонус добычи за каждую победу!"
"TID_LEAGUE_INFO_LOOT_BONUS_PROMO","Макс. бонус добычи за победу в новой лиге:"
"TID_LEAGUE_INFO_PLACEMENT","Число трофеев после боя определяет ваше положение в лиге."
"TID_LEAGUE_INFO_PLACEMENT_HEADLINE","Нападите на любую чужую деревню, для того чтобы войти в лигу."
"TID_LEAGUE_INFO_REMEMBER","Чем престижнее ваша лига, тем больше бонусов добычи вы получаете!"
"TID_LEAGUE_IRON1","Железная лига I"
"TID_LEAGUE_IRON1_SHORT","Железная I"
"TID_LEAGUE_IRON2","Железная лига II"
"TID_LEAGUE_IRON2_SHORT","Железная II"
"TID_LEAGUE_IRON3","Железная лига III"
"TID_LEAGUE_IRON3_SHORT","Железная III"
"TID_LEAGUE_IV","IV"
"TID_LEAGUE_LEADERBOARDS","Моя лига"
"TID_LEAGUE_LEGENDARY","Легендарная лига"
"TID_LEAGUE_LEGENDARY_SHORT","Легендарная"
"TID_LEAGUE_MASTER","Мастер"
"TID_LEAGUE_MASTER1","Лига мастеров I"
"TID_LEAGUE_MASTER1_SHORT","Мастер I"
"TID_LEAGUE_MASTER2","Лига мастеров II"
"TID_LEAGUE_MASTER2_SHORT","Мастер II"
"TID_LEAGUE_MASTER3","Лига мастеров III"
"TID_LEAGUE_MASTER3_SHORT","Мастер III"
"TID_LEAGUE_MEDALS_INFO","Медали лиги можно заработать, участвуя в ежемесячной лиге войн кланов."
"TID_LEAGUE_MIN_SIZE","Выберите участников лиги (не менее <num>)."
"TID_LEAGUE_PASSED","Пройдена"
"TID_LEAGUE_PLATINUM1","Платиновая лига I"
"TID_LEAGUE_PLATINUM1_SHORT","Платиновая I"
"TID_LEAGUE_PLATINUM2","Платиновая лига II"
"TID_LEAGUE_PLATINUM2_SHORT","Платиновая II"
"TID_LEAGUE_PLATINUM3","Платиновая лига III"
"TID_LEAGUE_PLATINUM3_SHORT","Платиновая III"
"TID_LEAGUE_RUBY1","Рубиновая лига I"
"TID_LEAGUE_RUBY1_SHORT","Рубиновая I"
"TID_LEAGUE_RUBY2","Рубиновая лига II"
"TID_LEAGUE_RUBY2_SHORT","Рубиновая II"
"TID_LEAGUE_RUBY3","Рубиновая лига III"
"TID_LEAGUE_RUBY3_SHORT","Рубиновая III"
"TID_LEAGUE_SHUFLES","Конец сезона через: <league_shufle_time>"
"TID_LEAGUE_SILVER","Серебряная"
"TID_LEAGUE_SILVER1","Серебряная лига I"
