"TID","PT"
"TID_INFO_POP_UP_IAP_NOTE_KUNLUN","Clash of Clans é grátis para jogar, mas você pode acelerar seu progresso com compras no aplicativo."
"TID_INFO_POP_UP_IAP_NOTE_TENCENT","Clash of Clans é grátis para jogar, mas você pode acelerar seu progresso com compras no aplicativo."
"TID_INFO_POP_UP_IAP_NOTE_TITLE","Compras no aplicativo"
"TID_INFO_POP_UP_TOS_PP_BUTTON1","OK"
"TID_INFO_POP_UP_TOS_PP_BUTTON2","Termos de Uso"
"TID_INFO_POP_UP_TOS_PP_NOTE","O Clash of Clans é grátis para jogar, mas você pode acelerar seu progresso com compras no aplicativo (é possível desativar isso nas configurações do dispositivo). Toque em OK para aceitar nossos Termos de Uso e Política de Privacidade."
"TID_INFO_POP_UP_TOS_PP_NOTE_AMAZON","O Clash of Clans é grátis para jogar, mas você pode acelerar seu progresso com compras no aplicativo (é possível desativar isso nas configurações da loja de aplicativos da Amazon). Toque em OK para aceitar nossos Termos de Uso e Política de Privacidade."
"TID_INFO_POP_UP_TOS_PP_NOTE_ANDROID","O Clash of Clans é grátis para jogar, mas você pode acelerar seu progresso com compras no aplicativo (para desativar isso, defina a proteção por senha nas configurações do aplicativo Google Play Store). Toque em OK para aceitar nossos Termos de Uso e Política de Privacidade."
"TID_INFO_POP_UP_TOS_PP_NOTE_KUNLUN","O Clash of Clans é grátis para jogar, mas você pode acelerar seu progresso com compras no aplicativo. Toque em OK para aceitar nossos Termos de Uso e Política de Privacidade."
"TID_INFO_POP_UP_TOS_PP_NOTE_TENCENT","O Clash of Clans é grátis para jogar, mas você pode acelerar seu progresso com compras no aplicativo. Toque em OK para aceitar nossos Termos de Uso e Política de Privacidade."
"TID_INFO_POP_UP_TOS_PP_TITLE","Aviso importante"
"TID_INFO_PREFERRED_TARGET","Alvo preferencial:"
"TID_INFO_RANGE","Alcance:"
"TID_INFO_RANGE_VALUE","<number> quadrados"
"TID_INFO_SCREEN_PASS_TEASER","Com o bilhete dourado, você pode economizar até:"
"TID_INFO_SCREEN_TITLE","<object> <cffcc33>nível <number></c>"
"TID_INFO_SCREEN_TITLE_UPGRADE","Melhorar <object> para o <cffcc33>nível <number></c>?"
"TID_INFO_SCREEN_TITLE_UPGRADING","Melhorando <object> para o <cffcc33>nível <number></c>"
"TID_INFO_SPELL_STORAGE","Armazenamento de feitiços:"
"TID_INFO_TAGS","Categorias ajudam a encontrar jogadores compatíveis com o seu clã, portanto use-as para descrevê-lo!"
"TID_INFO_TAGS_PLAYER","Escolha até <max> categorias para descrever o seu estilo de jogo."
"TID_INFO_TAGS_SEARCH","Escolha até <max> categorias para encontrar os clãs ideais para você."
"TID_INFO_TARGET_TYPE","Alvos:"
"TID_INFO_TARGET_TYPE_AIR","Aéreo"
"TID_INFO_TARGET_TYPE_BUILDINGS","Construções"
"TID_INFO_TARGET_TYPE_BUILDINGS_AND_WALLS","Construções e muros"
"TID_INFO_TARGET_TYPE_DEFENSES_AND_HEROES","Defesas e heróis"
"TID_INFO_TARGET_TYPE_GROUND","Terrestre"
"TID_INFO_TARGET_TYPE_GROUND_AND_AIR","Terrestre e aéreo"
"TID_INFO_TARGET_TYPE_GROUND_OR_AIR","Terrestre ou aéreo"
"TID_INFO_TARGET_TYPE_UNITS","Tropas"
"TID_INFO_TEST_DUMMY","Boneco de treino indestrutível e que não revida."
"TID_INFO_THROWING_POSITION","Posição de mobilização:"
"TID_INFO_THROWING_POSITION_SELF","Torre de Feitiço"
"TID_INFO_THROWING_POSITION_TARGET","Alvo"
"TID_INFO_TRAINING_TIME","Tempo de treino:"
"TID_INFO_UNIT_COUNT","Unidades de <unit>: <number>"
"TID_INVALID_CAPITAL_ARMY","Melhore o exército da capital antes de atacar."
"TID_INVALID_DESCRIPTION","Descrição inválida! Tente outra."
"TID_INVALID_NAME","Nome inválido! Tente outro."
"TID_INVALID_PLACEMENT","Você não pode mobilizar tropas na área vermelha!"
"TID_INVALID_PLACEMENT_CAPITAL","Mobilize tropas na área branca."
"TID_INVALID_PLAY_INSTALL","Clash of Clans não foi instalado corretamente. Para corrigir o erro, reinstale o jogo a partir do Google Play."
"TID_INVALID_WAR_MEMBERS_COUNT","Membros selecionados: <num>"
"TID_INVALID_WAR_MEMBERS_INFO_HIGH","Selecione no máximo <value> membros"
"TID_INVALID_WAR_MEMBERS_INFO_LOW","Selecione ao menos <value> membros"
"TID_INVALID_WAR_MEMBERS_INFO_MID","Selecione <low> ou <high> membros"
"TID_INVISIBILITY_SECONDS","Invisibilidade (segundos):"
"TID_INVISIBILITY_SPELL","Feitiço de invisibilidade"
"TID_INVISIBILITY_SPELL_INFO","O feitiço de invisibilidade deixa TUDO dentro do seu alcance invisível e inatingível, exceto muros e máquinas de cerco."
"TID_INVISIBILITY_SPELL_TOWER","Torre de Invisibilidade"
"TID_INVISIBILITY_TOWER_SHORT","Invisibilidade"
"TID_INVITATIONS_FULL","Sem espaço para convites!"
"TID_INVITE_BUTTON","Convidar"
"TID_INVITE_FRIEND_CONFIRMATION","Enviar pedido de amizade no Clash a <name>?"
"TID_INVITE_FRIEND_CONFIRMATION_TITLE","Adicionar amigo?"
"TID_IN_PROGRESS","Em andamento"
"TID_IRONFIST_GIANT","Gigante Boxeador"
"TID_ITEMS_LEFT","<number> restantes"
"TID_ITEM_ALREADY_DONATED","Você já tem este reforço."
"TID_ITEM_BROKEN","<item> (Quebrado)"
"TID_ITEM_LEVEL","<item> (Nível <number>)"
"TID_ITEM_LOCKED","<item> (Bloqueado)"
"TID_JOINALLIANCEQUESTION","Aceitar o convite do clã?"
"TID_JOINCLAN_HUB_TEXT","<cffcc33>Entre num clã</c> e divirta-se mais ainda com outras pessoas!"
"TID_JOINQUESTION","Quer participar?"
"TID_JOIN_ALLIANCE_TAB","Entrar em clã"
"TID_JOIN_CLAN_INFO_CAPITAL","Construa e batalhe com seus colegas na capital do clã!"
"TID_JOIN_CLAN_INFO_CHAT","Converse com colegas de clã!"
"TID_JOIN_CLAN_INFO_DONATE","Ganhe doações de exército gratuitas!"
"TID_JOIN_CLAN_INFO_FEATURES","Libere Guerra de Clãs, Jogos do Clã e muito mais!"
"TID_JOIN_CLAN_INFO_TOGETHER","Jogue com colegas para ganhar mais saque!"
"TID_JOIN_CLAN_TITLE","Entre em um clã"
"TID_JOIN_NEW_CLAN_WHILE_IN_CLAN_TEXT","Caso você entre neste clã, sairá do seu clã atual. Deseja continuar?"
"TID_JOIN_NEW_CLAN_WHILE_IN_CLAN_TITLE","Deixando o clã"
"TID_JOIN_NOW_BUTTON","Entrar"
"TID_JOLLY_SCENERY","Paisagem natalina"
"TID_JOURNEY_FEATURE_LABORATORY","Deixa o seu exército ainda mais forte!"
"TID_JUMP_SPELL","Feitiço de Salto"
"TID_JUMP_SPELL_INFO","Os muros estão atrasando você? Crie um atalho!\n\nLance este feitiço perto de muros inimigos para criar um caminho diretamente sobre eles. Suas tropas pularão sobre as partes afetadas dos muros como se não estivessem lá!"
"TID_JUST_NOW","Agora mesmo"
"TID_KEYBOARD_CONTROL_ACTIVATE_SPELL","Ativar feitiço <num>"
"TID_KEYBOARD_CONTROL_GROUP_TITLE_CLAN_CASTLE","Controle de Castelo do Clã"
"TID_KEYBOARD_CONTROL_GROUP_TITLE_HEROES","Controle de herói"
"TID_KEYBOARD_CONTROL_GROUP_TITLE_REINFORCEMENTS",
"TID_KEYBOARD_CONTROL_GROUP_TITLE_SIEGE_MACHINES","Controle de máquina de cerco"
"TID_KEYBOARD_CONTROL_GROUP_TITLE_SPELLS","Controle de feitiço"
"TID_KEYBOARD_CONTROL_GROUP_TITLE_TROOPS","Controle de tropa"
"TID_KEYBOARD_CONTROL_SELECT_CLAN_CASTLE","Selecionar Castelo do Clã"
"TID_KEYBOARD_CONTROL_SELECT_HERO","Selecionar herói <num>"
"TID_KEYBOARD_CONTROL_SELECT_REINFORCEMENTS",
"TID_KEYBOARD_CONTROL_SELECT_SIEGE_MACHINE","Selecionar máquina de cerco"
"TID_KEYBOARD_CONTROL_SELECT_TROOP","Selecionar tropa <num>"
"TID_KICKED_FROM_ALLIANCE","Expulsaram você do clã: <msg>"
"TID_KICKED_FROM_ALLIANCE_NO_MSG","Expulsaram você do clã."
"TID_KICK_DEFAULT_MESSAGE","Desculpe-nos, mas decidimos expulsar você do clã."
"TID_KICK_FAIL_CAPITAL","Você não pode expulsar jogadores na capital."
"TID_KICK_FAIL_VISITING","Você não pode expulsar jogadores enquanto os visita."
"TID_KICK_MESSAGE_TITLE","Expulsar <name>?"
"TID_KICK_OUT_FROM_ALLIANCE","Expulsar"
"TID_KNOCKBACK","Força de deslocamento: <number> quadrados"
"TID_KUNLUN_APP_STORE_360","360"
"TID_KUNLUN_APP_STORE_ANZHI","Anzhi"
"TID_KUNLUN_APP_STORE_BAIDU","Baidu"
"TID_KUNLUN_APP_STORE_HUAWEI","Huawei"
"TID_KUNLUN_APP_STORE_LANDING_PAGE","Kunlun Landing Page"
"TID_KUNLUN_APP_STORE_LENOVO","Lenovo"
"TID_KUNLUN_APP_STORE_OPPO","Oppo"
"TID_KUNLUN_APP_STORE_UC","UC"
"TID_KUNLUN_APP_STORE_VIVO","Vivo"
"TID_KUNLUN_APP_STORE_WANDOUJIA","Wandoujia"
"TID_KUNLUN_APP_STORE_XIAOMI","Xiaomi"
"TID_LABORATORY_GOBLIN_HINT","Eu posso começar outra melhoria para você!"
"TID_LABORATORY_HINT","Selecione o que deseja melhorar."
"TID_LABORATORY_HINT2","Deslize a tela para ver a lista completa de melhorias."
"TID_LABORATORY_HUB_TEXT","Aproveite bem sua <cffcc33>aceleração de pesquisa</c>!"
"TID_LABORATORY_INFO","Que segredos sombrios os Magos escondem no laboratório? Ninguém ousou descobrir. Tudo que sabemos é que suas pesquisas deixam nossas tropas e feitiços melhores, mais rápidos e mais fortes!"
"TID_LABORATORY_UPGRADING","Melhorando:"
"TID_LABORATORY_UPGRADING_CANNOT_START_SPELL","Não é possível melhorar um feitiço enquanto a melhoria do laboratório estiver em curso."
"TID_LABORATORY_UPGRADING_CANNOT_START_UNIT","Não é possível melhorar uma unidade enquanto a melhoria do laboratório estiver em curso."
"TID_LAKE_CORNER","Lago angular"
"TID_LAKE_CURVE","Lago curvo"
"TID_LAKE_STRAIGHT1","Lago reto"
"TID_LANGUAGE_LOCALIZED_NAME","Português"
"TID_LANGUAGE_OTHER","Outros"
"TID_LAST_ONLINE_MULTIPLE_DAYS_AGO","Jogou <num> dias atrás"
"TID_LAST_ONLINE_MULTIPLE_WEEKS_AGO","Jogou <num> semanas atrás"
"TID_LAST_ONLINE_ONE_DAY_AGO","Jogou 1 dia atrás"
"TID_LAST_ONLINE_ONE_WEEK_AGO","Jogou 1 semana atrás"
"TID_LAST_ONLINE_OVER_MONTH_AGO","Jogou mais de 1 mês atrás"
"TID_LAST_ONLINE_OVER_WEEK_AGO","Jogou mais de 1 semana atrás"
"TID_LAST_ONLINE_WITHIN_24H","Jogou recentemente"
"TID_LAST_WAR","Última guerra:"
"TID_LAVALOON_ABILITY_HELP","Quando as bombas explodem, elas geram Filhotes de Lavalão."
"TID_LAVALOON_ABILITY_NAME","Bomba + Brinde"
"TID_LAVA_LAUNCHER_INFO","Lança pedra derretida a longa distância. Bota fogo no chão, fazendo a chapa esquentar para tropas terrestres inimigas!"
"TID_LAYOUTS_ACTIVE_BASE","Base ativa"
"TID_LAYOUTS_ACTIVE_LAYOUT","Layout ativo"
"TID_LAYOUTS_ACTIVE_VILLAGE","Vila ativa"
"TID_LAYOUTS_ACTIVE_WAR_BASE","Base de Guerra ativa"
"TID_LAYOUTS_ALREADY_ACTIVE","O layout já está em uso."
"TID_LAYOUTS_ALREADY_DEFENSIVE","O layout já foi definido para defender."
"TID_LAYOUTS_CANT_COPY_EMPTY","Não é possível copiar um layout vazio."
"TID_LAYOUTS_CANT_REPLACE_ACTIVE","Não é possível substituir o layout ativo."
"TID_LAYOUTS_COPY_BUTTON","Copiar layout"
"TID_LAYOUTS_COPY_EXPLANATION","Selecione a vaga principal ou de guerra para copiar o layout selecionado."
"TID_LAYOUTS_COPY_EXPLANATION_V2","Escolha um espaço para copiar o layout selecionado."
"TID_LAYOUTS_COPY_LABEL","Copiar layout"
"TID_LAYOUTS_DEFENSIVE_LAYOUT","Layout defensivo"
"TID_LAYOUTS_EDIT_BUTTON","Editar layout"
"TID_LAYOUTS_EMPTY_SLOT","Vazio"
"TID_LAYOUTS_EXPLANATION",
"TID_LAYOUTS_INCOMPLETE","Termine o layout primeiro."
"TID_LAYOUTS_INVALID","Erro ao salvar layout!"
"TID_LAYOUTS_LAST_USED","Último usado"
"TID_LAYOUTS_OBSTRUCTED","Elimine alguns obstáculos primeiro."
"TID_LAYOUTS_REBUILD_CLAN_CASTLE","Reconstrua o Castelo do Clã primeiro."
"TID_LAYOUTS_SET_DEFENSE_BUTTON","Definir como defensivo"
"TID_LAYOUTS_USE_BUTTON","Definir como ativo"
"TID_LAYOUTS_VILLAGE","Vila Principal"
"TID_LAYOUTS_VILLAGE2","Base do construtor"
"TID_LAYOUTS_WARBASE","Base de Guerra"
"TID_LAYOUTS_WARBASE_INFO","Nota: a edição do layout ativo da base de guerra durante o dia de batalha só entrará em vigor na próxima guerra."
"TID_LAYOUT_CHANGED_ERROR","Este layout foi modificado recentemente. Poderá ser usado novamente em <time>."
"TID_LAYOUT_EDITOR","Editor de layout"
"TID_LAYOUT_EDITOR_UNAVAILABLE","Editor de layout indisponível por <time>"
"TID_LAYOUT_LINK_COPIED_TO_CLIPBOARD","Link do layout copiado para área de transferência do dispositivo!"
"TID_LAYOUT_SLOT_UNLOCK","Compre espaços adicionais de layout com gemas"
"TID_LEADERBOARDBANNER_1","1)"
"TID_LEADERBOARDBANNER_2","2)"
"TID_LEADERBOARDBANNER_3","3)"
"TID_LEADERBOARDBANNER_CLANTOURNAMENTS","Torneio de clãs"
"TID_LEADERBOARDBANNER_PLAYERTOURNAMENTS","Torneio de Ligas Lendárias"
"TID_LEADERBOARDBANNER_PLAYERTOURNAMENTS_V2","Torneio de batalhas táticas"
"TID_LEADERBOARDBANNER_PLAYER_HISTORY_INFO","Jogadores com troféus suficientes retornam ao início da Liga Lendária depois de cada torneio. Os troféus deduzidos são concedidos permanentemente como troféus lendários."
"TID_LEADERBOARDBANNER_PLAYER_HISTORY_TITLE","Lendas do último torneio:"
"TID_LEADERBOARDBANNER_PLAYER_NO_HISTORY","Não há registro de jogadores da Liga Lendária no último torneio."
"TID_LEADERBOARDBANNER_PLAYER_NO_TOP_3","Os vencedores do Torneio de Ligas Lendárias aparecerão aqui!"
"TID_LEADERBOARDBANNER_PLAYER_NO_TOP_3_V2","Os vencedores do torneio de batalhas táticas aparecerão aqui!"
"TID_LEADERBOARDBANNER_PLAYER_REWARD","Melhores jogadores do último torneio:\n(toque abaixo para ver mais)"
"TID_LEADERBOARDBANNER_PLAYER_TIMELEFT","Termina em:"
"TID_LEADERBOARDBANNER_REWARD","Os 3 melhores clãs recebem (dividido igualmente entre os 20 melhores jogadores do clã):"
"TID_LEADERBOARDBANNER_TIMELEFT","Termina em:"
"TID_LEADER_CANNOT_LEAVE_ALLIANCE","É preciso passar a liderança do clã a outro membro antes de sair dele."
"TID_LEADER_ROTATION_MAIL_TEXT","O líder deste clã está inativo há mais de <daysInactive> dias, portanto, haverá uma troca da liderança do clã, sendo esta entregue em <daysToRotation> dias para o jogador ativo mais antigo e com maior pontuação. O líder do clã precisará fazer login para evitar que a liderança seja trocada.\n\nA liderança do clã será entregue atualmente para <newLeader>."
"TID_LEAGUES_DIVISIONS","Divisões"
"TID_LEAGUES_GET_MORE_TROPHIES","Junte <number> troféus para entrar em uma liga"
"TID_LEAGUES_I","I"
"TID_LEAGUES_II","II"
"TID_LEAGUES_III","III"
"TID_LEAGUES_IV","IV"
"TID_LEAGUES_LEAGUE_ORDER","Níveis de liga"
"TID_LEAGUES_UNRANKED_AFTER_SHUFFLE","A temporada da liga terminou. Ataque qualquer vila para entrar em uma nova liga!"
"TID_LEAGUES_V","V"
"TID_LEAGUE_BRASS1","Liga de Latão I"
"TID_LEAGUE_BRASS1_SHORT","Latão I"
"TID_LEAGUE_BRASS2","Liga de Latão II"
"TID_LEAGUE_BRASS2_SHORT","Latão II"
"TID_LEAGUE_BRASS3","Liga de Latão III"
"TID_LEAGUE_BRASS3_SHORT","Latão III"
"TID_LEAGUE_BRONZE","Bronze"
"TID_LEAGUE_BRONZE1","Liga de Bronze I"
"TID_LEAGUE_BRONZE1_SHORT","Bronze I"
"TID_LEAGUE_BRONZE2","Liga de Bronze II"
"TID_LEAGUE_BRONZE2_SHORT","Bronze II"
"TID_LEAGUE_BRONZE3","Liga de Bronze III"
"TID_LEAGUE_BRONZE3_SHORT","Bronze III"
"TID_LEAGUE_CHAMPION","Liga de Campeões"
"TID_LEAGUE_CHAMPION1","Liga de Campeões I"
"TID_LEAGUE_CHAMPION1_SHORT","Campeões I"
"TID_LEAGUE_CHAMPION2","Liga de Campeões II"
"TID_LEAGUE_CHAMPION2_SHORT","Campeões II"
"TID_LEAGUE_CHAMPION3","Liga de Campeões III"
"TID_LEAGUE_CHAMPION3_SHORT","Campeões III"
"TID_LEAGUE_CHAMPION_SHORT","Campeão"
"TID_LEAGUE_CHANGE_TEXT","Nível da liga: <league>"
"TID_LEAGUE_CLAY1","Liga de Argila I"
"TID_LEAGUE_CLAY1_SHORT","Argila I"
"TID_LEAGUE_CLAY2","Liga de Argila II"
"TID_LEAGUE_CLAY2_SHORT","Argila II"
"TID_LEAGUE_CLAY3","Liga de Argila III"
"TID_LEAGUE_CLAY3_SHORT","Argila III"
"TID_LEAGUE_CLAY4","Liga de Argila IV"
"TID_LEAGUE_CLAY4_SHORT","Argila IV"
"TID_LEAGUE_CLAY5","Liga de Argila V"
"TID_LEAGUE_CLAY5_SHORT","Argila V"
"TID_LEAGUE_COPPER1","Liga de Cobre I"
"TID_LEAGUE_COPPER1_SHORT","Cobre I"
"TID_LEAGUE_COPPER2","Liga de Cobre II"
"TID_LEAGUE_COPPER2_SHORT","Cobre II"
"TID_LEAGUE_COPPER3","Liga de Cobre III"
"TID_LEAGUE_COPPER3_SHORT","Cobre III"
"TID_LEAGUE_COPPER4","Liga de Cobre IV"
"TID_LEAGUE_COPPER4_SHORT","Cobre IV"
"TID_LEAGUE_COPPER5","Liga de Cobre V"
"TID_LEAGUE_COPPER5_SHORT","Cobre V"
"TID_LEAGUE_CRYSTAL","Cristal"
"TID_LEAGUE_CRYSTAL1","Liga de Cristal I"
"TID_LEAGUE_CRYSTAL1_SHORT","Cristal I"
"TID_LEAGUE_CRYSTAL2","Liga de Cristal II"
"TID_LEAGUE_CRYSTAL2_SHORT","Cristal II"
"TID_LEAGUE_CRYSTAL3","Liga de Cristal III"
"TID_LEAGUE_CRYSTAL3_SHORT","Cristal III"
"TID_LEAGUE_DIAMOND","Liga de Diamante"
"TID_LEAGUE_DIAMOND_SHORT","Diamante"
"TID_LEAGUE_DIVISIONS","Divisões"
"TID_LEAGUE_DROP_OUT_OF_LEAGUE","Você não está mais em uma liga."
"TID_LEAGUE_EMERALD1","Liga Esmeralda I"
"TID_LEAGUE_EMERALD1_SHORT","Esmeralda I"
"TID_LEAGUE_EMERALD2","Liga Esmeralda II"
"TID_LEAGUE_EMERALD2_SHORT","Esmeralda II"
"TID_LEAGUE_EMERALD3","Liga Esmeralda III"
"TID_LEAGUE_EMERALD3_SHORT","Esmeralda III"
"TID_LEAGUE_EXACT_SIZE","Escolha <num> participantes para a guerra."
"TID_LEAGUE_GOLD","Ouro"
"TID_LEAGUE_GOLD1","Liga de Ouro I"
"TID_LEAGUE_GOLD1_SHORT","Ouro I"
"TID_LEAGUE_GOLD2","Liga de Ouro II"
"TID_LEAGUE_GOLD2_SHORT","Ouro II"
"TID_LEAGUE_GOLD3","Liga de Ouro III"
"TID_LEAGUE_GOLD3_SHORT","Ouro III"
"TID_LEAGUE_HERO","Titã"
"TID_LEAGUE_HERO1","Liga de Titãs I"
"TID_LEAGUE_HERO1_SHORT","Titãs I"
"TID_LEAGUE_HERO2","Liga de Titãs II"
"TID_LEAGUE_HERO2_SHORT","Titãs II"
"TID_LEAGUE_HERO3","Liga de Titãs III"
"TID_LEAGUE_HERO3_SHORT","Titãs III"
"TID_LEAGUE_I","I"
"TID_LEAGUE_II","II"
"TID_LEAGUE_III","III"
"TID_LEAGUE_INFO_LOOT_BONUS","Na Liga de Titãs I, o bônus de saque máximo é:"
"TID_LEAGUE_INFO_LOOT_BONUS3","Participar de uma liga garante bônus por cada vitória."
"TID_LEAGUE_INFO_LOOT_BONUS_PROMO","Vencer uma batalha rende bônus de saque de até:"
"TID_LEAGUE_INFO_PLACEMENT","A contagem de troféus após a partida determina o nível da liga."
"TID_LEAGUE_INFO_PLACEMENT_HEADLINE","Ataque qualquer vila para entrar em uma liga."
"TID_LEAGUE_INFO_REMEMBER","Avance nas ligas para ganhar mais bônus de saque!"
