"TID","EN"
"TID_LEADERBOARDBANNER_PLAYERTOURNAMENTS","Legend League Tournament"
"TID_LEADERBOARDBANNER_PLAYERTOURNAMENTS_V2","Builder Battle Tournament"
"TID_LEADERBOARDBANNER_PLAYER_HISTORY_INFO","Players with enough Trophies are reset to the beginning of Legend League after every Tournament. Deducted trophies are permanently awarded as Legend Trophies."
"TID_LEADERBOARDBANNER_PLAYER_HISTORY_TITLE","Legends of the last Tournament:"
"TID_LEADERBOARDBANNER_PLAYER_NO_HISTORY","No Legend League players placed in the last tournament."
"TID_LEADERBOARDBANNER_PLAYER_NO_TOP_3","Winners of the Legend League Tournament will be featured here!"
"TID_LEADERBOARDBANNER_PLAYER_NO_TOP_3_V2","Winners of the Builder Battle Tournament will be featured here!"
"TID_LEADERBOARDBANNER_PLAYER_REWARD","Last Tournament's Top Players:\n(tap below to see more)"
"TID_LEADERBOARDBANNER_PLAYER_TIMELEFT","Ends in:"
"TID_LEADERBOARDBANNER_REWARD","The Top 3 Clans receive: (divided equally among the top 20 players of the clan)"
"TID_LEADERBOARDBANNER_TIMELEFT","Ends in:"
"TID_LEADER_CANNOT_LEAVE_ALLIANCE","You need to make another Clan member Leader before you can leave your Clan"
"TID_LEADER_ROTATION_MAIL_TEXT","The Leader of this clan has been inactive for more than <daysInactive> days. Leadership of the clan will be rotated in <daysToRotation> days to the longest-serving and highest ranking active player. To stop the rotation from happening, the current Leader needs to login.\n\nCurrently the leadership will be rotated to <newLeader>."
"TID_LEAGUES_DIVISIONS","Divisions"
"TID_LEAGUES_GET_MORE_TROPHIES","Collect <number> trophies to join a League"
"TID_LEAGUES_I","I"
"TID_LEAGUES_II","II"
"TID_LEAGUES_III","III"
"TID_LEAGUES_IV","IV"
"TID_LEAGUES_LEAGUE_ORDER","League levels"
"TID_LEAGUES_UNRANKED_AFTER_SHUFFLE","League Season has ended. Attack any Village to get placed in a new League!"
"TID_LEAGUES_V","V"
"TID_LEAGUE_BRASS1","Brass League I"
"TID_LEAGUE_BRASS1_SHORT","Brass I"
"TID_LEAGUE_BRASS2","Brass League II"
"TID_LEAGUE_BRASS2_SHORT","Brass II"
"TID_LEAGUE_BRASS3","Brass League III"
"TID_LEAGUE_BRASS3_SHORT","Brass III"
"TID_LEAGUE_BRONZE","Bronze"
"TID_LEAGUE_BRONZE1","Bronze League I"
"TID_LEAGUE_BRONZE1_SHORT","Bronze I"
"TID_LEAGUE_BRONZE2","Bronze League II"
"TID_LEAGUE_BRONZE2_SHORT","Bronze II"
"TID_LEAGUE_BRONZE3","Bronze League III"
"TID_LEAGUE_BRONZE3_SHORT","Bronze III"
"TID_LEAGUE_CHAMPION","Champion League"
"TID_LEAGUE_CHAMPION1","Champion League I"
"TID_LEAGUE_CHAMPION1_SHORT","Champion I"
"TID_LEAGUE_CHAMPION2","Champion League II"
"TID_LEAGUE_CHAMPION2_SHORT","Champion II"
"TID_LEAGUE_CHAMPION3","Champion League III"
"TID_LEAGUE_CHAMPION3_SHORT","Champion III"
"TID_LEAGUE_CHAMPION_SHORT","Champion"
"TID_LEAGUE_CHANGE_TEXT","League level: <league>"
"TID_LEAGUE_CLAY1","Clay League I"
"TID_LEAGUE_CLAY1_SHORT","Clay I"
"TID_LEAGUE_CLAY2","Clay League II"
"TID_LEAGUE_CLAY2_SHORT","Clay II"
"TID_LEAGUE_CLAY3","Clay League III"
"TID_LEAGUE_CLAY3_SHORT","Clay III"
"TID_LEAGUE_CLAY4","Clay League IV"
"TID_LEAGUE_CLAY4_SHORT","Clay IV"
"TID_LEAGUE_CLAY5","Clay League V"
"TID_LEAGUE_CLAY5_SHORT","Clay V"
"TID_LEAGUE_COPPER1","Copper League I"
"TID_LEAGUE_COPPER1_SHORT","Copper I"
"TID_LEAGUE_COPPER2","Copper League II"
"TID_LEAGUE_COPPER2_SHORT","Copper II"
"TID_LEAGUE_COPPER3","Copper League III"
"TID_LEAGUE_COPPER3_SHORT","Copper III"
"TID_LEAGUE_COPPER4","Copper League IV"
"TID_LEAGUE_COPPER4_SHORT","Copper IV"
"TID_LEAGUE_COPPER5","Copper League V"
"TID_LEAGUE_COPPER5_SHORT","Copper V"
"TID_LEAGUE_CRYSTAL","Crystal"
"TID_LEAGUE_CRYSTAL1","Crystal League I"
"TID_LEAGUE_CRYSTAL1_SHORT","Crystal I"
"TID_LEAGUE_CRYSTAL2","Crystal League II"
"TID_LEAGUE_CRYSTAL2_SHORT","Crystal II"
"TID_LEAGUE_CRYSTAL3","Crystal League III"
"TID_LEAGUE_CRYSTAL3_SHORT","Crystal III"
"TID_LEAGUE_DIAMOND","Diamond League"
"TID_LEAGUE_DIAMOND_SHORT","Diamond"
"TID_LEAGUE_DIVISIONS","Divisions"
"TID_LEAGUE_DROP_OUT_OF_LEAGUE","You're no longer in a League."
"TID_LEAGUE_EMERALD1","Emerald League I"
"TID_LEAGUE_EMERALD1_SHORT","Emerald I"
"TID_LEAGUE_EMERALD2","Emerald League II"
"TID_LEAGUE_EMERALD2_SHORT","Emerald II"
"TID_LEAGUE_EMERALD3","Emerald League III"
"TID_LEAGUE_EMERALD3_SHORT","Emerald III"
"TID_LEAGUE_EXACT_SIZE","Choose <num> participants for War"
"TID_LEAGUE_GOLD","Gold"
"TID_LEAGUE_GOLD1","Gold League I"
"TID_LEAGUE_GOLD1_SHORT","Gold I"
"TID_LEAGUE_GOLD2","Gold League II"
"TID_LEAGUE_GOLD2_SHORT","Gold II"
"TID_LEAGUE_GOLD3","Gold League III"
"TID_LEAGUE_GOLD3_SHORT","Gold III"
"TID_LEAGUE_HERO","Titan"
"TID_LEAGUE_HERO1","Titan League I"
"TID_LEAGUE_HERO1_SHORT","Titan I"
"TID_LEAGUE_HERO2","Titan League II"
"TID_LEAGUE_HERO2_SHORT","Titan II"
"TID_LEAGUE_HERO3","Titan League III"
"TID_LEAGUE_HERO3_SHORT","Titan III"
"TID_LEAGUE_I","I"
"TID_LEAGUE_II","II"
"TID_LEAGUE_III","III"
"TID_LEAGUE_INFO_LOOT_BONUS","In Titan I League, the maximum Loot Bonus is:"
"TID_LEAGUE_INFO_LOOT_BONUS3","Being in a League gives you a Loot Bonus for every victory!"
"TID_LEAGUE_INFO_LOOT_BONUS_PROMO","In your new League, winning a match can give a maximum Loot Bonus of:"
"TID_LEAGUE_INFO_PLACEMENT","Your trophy count after the match determines your League level"
"TID_LEAGUE_INFO_PLACEMENT_HEADLINE","Attack any player Village to enter a League"
"TID_LEAGUE_INFO_REMEMBER","Climb up the Leagues for a bigger Loot Bonus!"
"TID_LEAGUE_IRON1","Iron League I"
"TID_LEAGUE_IRON1_SHORT","Iron I"
"TID_LEAGUE_IRON2","Iron League II"
"TID_LEAGUE_IRON2_SHORT","Iron II"
"TID_LEAGUE_IRON3","Iron League III"
"TID_LEAGUE_IRON3_SHORT","Iron III"
"TID_LEAGUE_IV","IV"
"TID_LEAGUE_LEADERBOARDS","My League"
"TID_LEAGUE_LEGENDARY","Legend League"
"TID_LEAGUE_LEGENDARY_SHORT","Legend"
"TID_LEAGUE_MASTER","Master"
"TID_LEAGUE_MASTER1","Master League I"
"TID_LEAGUE_MASTER1_SHORT","Master I"
"TID_LEAGUE_MASTER2","Master League II"
"TID_LEAGUE_MASTER2_SHORT","Master II"
"TID_LEAGUE_MASTER3","Master League III"
"TID_LEAGUE_MASTER3_SHORT","Master III"
"TID_LEAGUE_MEDALS_INFO","League Medals are earned by taking part in the monthly Clan War League event."
"TID_LEAGUE_MIN_SIZE","Choose at least <num> members for League"
"TID_LEAGUE_PASSED","Passed"
"TID_LEAGUE_PLATINUM1","Platinum League I"
"TID_LEAGUE_PLATINUM1_SHORT","Platinum I"
"TID_LEAGUE_PLATINUM2","Platinum League II"
"TID_LEAGUE_PLATINUM2_SHORT","Platinum II"
"TID_LEAGUE_PLATINUM3","Platinum League III"
"TID_LEAGUE_PLATINUM3_SHORT","Platinum III"
"TID_LEAGUE_RUBY1","Ruby League I"
"TID_LEAGUE_RUBY1_SHORT","Ruby I"
"TID_LEAGUE_RUBY2","Ruby League II"
"TID_LEAGUE_RUBY2_SHORT","Ruby II"
"TID_LEAGUE_RUBY3","Ruby League III"
"TID_LEAGUE_RUBY3_SHORT","Ruby III"
"TID_LEAGUE_SHUFLES","Season ends in: <league_shufle_time>"
"TID_LEAGUE_SILVER","Silver"
"TID_LEAGUE_SILVER1","Silver League I"
"TID_LEAGUE_SILVER1_SHORT","Silver I"
"TID_LEAGUE_SILVER2","Silver League II"
"TID_LEAGUE_SILVER2_SHORT","Silver II"
"TID_LEAGUE_SILVER3","Silver League III"
"TID_LEAGUE_SILVER3_SHORT","Silver III"
"TID_LEAGUE_SIZE","League: <num> members selected"
"TID_LEAGUE_STEEL1","Steel League I"
"TID_LEAGUE_STEEL1_SHORT","Steel I"
"TID_LEAGUE_STEEL2","Steel League II"
"TID_LEAGUE_STEEL2_SHORT","Steel II"
"TID_LEAGUE_STEEL3","Steel League III"
"TID_LEAGUE_STEEL3_SHORT","Steel III"
"TID_LEAGUE_STONE1","Stone League I"
"TID_LEAGUE_STONE1_SHORT","Stone I"
"TID_LEAGUE_STONE2","Stone League II"
"TID_LEAGUE_STONE2_SHORT","Stone II"
"TID_LEAGUE_STONE3","Stone League III"
"TID_LEAGUE_STONE3_SHORT","Stone III"
"TID_LEAGUE_STONE4","Stone League IV"
"TID_LEAGUE_STONE4_SHORT","Stone IV"
"TID_LEAGUE_STONE5","Stone League V"
"TID_LEAGUE_STONE5_SHORT","Stone V"
"TID_LEAGUE_TITANIUM1","Titanium League I"
"TID_LEAGUE_TITANIUM1_SHORT","Titanium I"
"TID_LEAGUE_TITANIUM2","Titanium League II"
"TID_LEAGUE_TITANIUM2_SHORT","Titanium II"
"TID_LEAGUE_TITANIUM3","Titanium League III"
"TID_LEAGUE_TITANIUM3_SHORT","Titanium III"
"TID_LEAGUE_TITLE1","You are not in a League!"
"TID_LEAGUE_TITLE2","Each League Season lasts for one month. At the start of a season, attack any player Village to see your new League and Loot Bonus."
"TID_LEAGUE_UNRANKED","Unranked"
"TID_LEAGUE_V","V"
"TID_LEAGUE_WAR_SIZE","League War Size <num> v <num>"
"TID_LEAGUE_WOOD1","Wood League I"
"TID_LEAGUE_WOOD1_SHORT","Wood I"
"TID_LEAGUE_WOOD2","Wood League II"
"TID_LEAGUE_WOOD2_SHORT","Wood II"
"TID_LEAGUE_WOOD3","Wood League III"
"TID_LEAGUE_WOOD3_SHORT","Wood III"
"TID_LEAGUE_WOOD4","Wood League IV"
"TID_LEAGUE_WOOD4_SHORT","Wood IV"
"TID_LEAGUE_WOOD5","Wood League V"
"TID_LEAGUE_WOOD5_SHORT","Wood V"
"TID_LEAVE_ALLIANCE_BUTTON","Leave"
"TID_LEGENDS_ATTACKS_EXHAUSTED","All of today's attacks are complete!"
"TID_LEGENDS_ATTACKS_LEFT","Matches Left:"
"TID_LEGENDS_CANNOT_ATTACK_DAY_END_TOO_SOON","Attacking disabled! League day ending soon."
"TID_LEGENDS_DEFENCE_CC_BUTTON","Choose"
"TID_LEGENDS_DEFENCE_CC_TEXT","Set Clan Castle troops to defend your village the next league day."
"TID_LEGENDS_DEFENCE_CC_TITLE","Set Clan Castle Troops"
"TID_LEGENDS_DEFENCE_LAYOUT_BUTTON","Choose"
"TID_LEGENDS_DEFENCE_LAYOUT_TEXT","Set a layout for your village's defense the next league day."
"TID_LEGENDS_DEFENCE_LAYOUT_TITLE","Set Layout"
"TID_LEGENDS_ESTIMATED_SEARCH_TIME","Estimated Time: <time>"
"TID_LEGENDS_GUARD_NOT_ENABLED","Not available in Legend League"
"TID_LEGENDS_LEAGUE_DAY_ENDS","Current League Day ends in:"
"TID_LEGENDS_LEAGUE_DAY_STARTS","Next League Day starts in:"
"TID_LEGENDS_LIVE_UNDER_ATTACK","You are under attack by:"
"TID_LEGENDS_MATCHMAKING_COUNTDOWN","Next League day starts in:"
"TID_LEGENDS_MATCHMAKING_ONGOING","Finding opponents!"
"TID_LEGENDS_MATCHMAKING_SOON","Soon..."
"TID_LEGENDS_MP_ATTACK","Attack"
"TID_LEGENDS_MP_CURRENT_DAY_TITLE","Current League Day"
"TID_LEGENDS_MP_DEFENCE","Defense"
"TID_LEGENDS_MP_PREVIOUS_DAY_TITLE","Previous League Day"
"TID_LEGENDS_MP_SUMMARY","Battle Log"
"TID_LEGENDS_MULTIPLAYER","Multiplayer"
"TID_LEGENDS_SET_CASTLE_TROOPS_EMPTY_WARNING","No troops currently in Clan Castle!"
"TID_LEGENDS_SET_CASTLE_TROOPS_TEXT","Use these Clan Castle troops in the next League Day's defenses?"
"TID_LEGENDS_SHIELD","Legend Shield"
"TID_LEGENDS_SHIELDED","You are shielded! You cannot attack or be attacked today."
"TID_LEGENDS_SIGNUP","Sign-up to Legend League"
"TID_LEGENDS_TODAY_SHIELD_ACTIVE","You are currently shielded. You cannot attack or be attacked today."
"TID_LEGENDS_TODAY_SHIELD_INACTIVE","You are currently unshielded. You can attack and be attacked today."
"TID_LEGENDS_UPCOMING_SHIELD_ACTIVE","You will be shielded the next League Day. To take part in attacks you can remove the shield before the League day changes."
"TID_LEGENDS_UPCOMING_SHIELD_INACTIVE","You will be unshielded the next League Day. To skip attacking and defending you can buy a shield before the League day changes."
"TID_LEGEND_ATTACK_CONFIRM_INFO","Be sure you are ready! Proceeding will use one of your remaining attacks."
"TID_LEGEND_LEAGUE_INFO_TAB0_HEADER","Overview"
"TID_LEGEND_LEAGUE_INFO_TAB0_TEXT","Legend League is where elite players battle to see who has the best attacks and base layouts. Each day everyone in Legend League has a fixed number of attacks and defenses. You can gain up to <num> trophies and cannot lose any when attacking. There is no searching time after pressing the Attack button.\n\nIf your trophy count is too low when a league day ends, you will drop from Legend League and return to the normal multiplayer system.\n\nWhen you join Legend League you may get a reduced number of attacks and defenses for the first day."
"TID_LEGEND_LEAGUE_INFO_TAB1_HEADER","Defense"
"TID_LEGEND_LEAGUE_INFO_TAB1_TEXT","In Legend League you can use a different layout for defending from the one other players see when they visit your base. You can change the layout and also defending Clan Castle troops in the Defense tab of the Attack menu. Defense settings will remain in use until you change them or drop out of the Legend League.\n\nDefenses can happen even while you are playing in your village. In Legend League you will not lose any resources from a defense and can still play while being attacked."
"TID_LEGEND_LEAGUE_INFO_TAB2_HEADER","Shields"
"TID_LEGEND_LEAGUE_INFO_TAB2_TEXT","You don't get Shield or Guard when attacked in the Legend League. However, it's still possible to take a break by purchasing Shields. If your Shield is active when the league day changes you get to skip both attacking and defending for the next league day. It's not possible to purchase or remove Shield for the current league day, but only for the next day.\n\nIf you have purchased a Shield for the following day, but drop out of Legend League the Shield will remain effective in the normal multiplayer system."
"TID_LEGEND_SEASON_END_INFO","You finished with rank #<rank> globally. Your outstanding performance has been recorded in your player profile for all to see."
"TID_LEGEND_SEASON_END_INFO_WITH_PRESTIGE","You finished with rank #<rank> globally and earned <prestige> Legend Trophies! Your outstanding performance has been recorded in your player profile for all to see."
"TID_LEGEND_SEASON_END_INTRO","Congratulations on your Legendary performance!"
"TID_LEGEND_SEASON_END_PRESTIGE","Legend Trophies earned:"
"TID_LEGEND_SEASON_END_TIP","NOTE: Legend League has special end-of-season rules and rewards!"
"TID_LEGEND_SEASON_END_TROPHY_RESET","Your Trophies have been reset to <value> for the start of the new Legend League Tournament."
"TID_LEGEND_SEASON_INFO","Finish a season in Legend League and your final standings will be featured in your Profile!"
"TID_LEGEND_SEASON_INFO_PRESTIGE","All Legends are lowered to <value> Trophies to give a fresh start to every new season. Deducted Trophies will be awarded as Legend Trophies!"
"TID_LEGEND_SEASON_INFO_PRESTIGE_MORE","Legend Trophies are the ultimate symbol of prestige. They cannot be lost, and accumulate after every season."
"TID_LEGEND_SEASON_INFO_TEXT","Legend League has special end-of-season rules and rewards!"
"TID_LEGEND_SEASON_TITLE","<month> <year> Legend League Tournament"
"TID_LEGEND_SIGN_UP_CONFIRM_SHIELD_REMOVAL","Your shield will be removed if you sign up to Legend League. Do you want to proceed?"
"TID_LEGEND_SIGN_UP_CONFIRM_TITLE","Sign-up to Legend League?"
"TID_LEGEND_SIGN_UP_FAILED","Legend League Sign-up temporarily unavailable. Try again later."
"TID_LEGEND_SIGN_UP_IN_PROGRESS","Legend League Sign-up in progress."
"TID_LEVEL_NUM","Level <number>"
"TID_LEVEL_UP","Level Up!"
"TID_LIFE_STEAL","Healing per hit: <number>"
"TID_LIGHTNINGDRAGON","Electro Dragon"
"TID_LIGHTNING_STORM","Lightning Spell"
"TID_LIGHTNING_STORM_INFO","Electrocute your enemies with a bolt of lightning!\n\nCast this Spell at the enemy Village to damage and stun Buildings and units inside a small area."
"TID_LINK_CANCELLED","You have cancelled the linking. No devices have been linked."
"TID_LINK_CANCELLED_TITLE","Link cancelled"
"TID_LINK_CODE_GENERATE_CODE_TEXT","Use the link code below to transfer your Village to another Android App Store. Check the tutorial for a detailed guide!"
"TID_LINK_CODE_TEXT","Now, leave this screen open. On the other device, go to the linking screen and tap the \qThis is the NEW device\q button."
"TID_LINK_CODE_TEXT2","Enter this code in your new device:"
"TID_LINK_CODE_TITLE","Link code"
"TID_LINK_CODE_WARNING_TEXT","WARNING: Never give out this code to anyone else! It is for personal use only. Note that the link will be permanent."
"TID_LINK_DEVICES_ENTER_CODE_KUNLUN_TEXT","You can get a link code from your Village by going to Settings - Link a device. Check our tutorial for a detailed guide!"
"TID_LINK_DEVICES_ENTER_CODE_TEXT","(To get a link code: on the old device, go to the link screen and tap the \qThis is the OLD device\q button.)"
"TID_LINK_DEVICES_ENTER_CODE_TEXT2","Enter the link code here:"
"TID_LINK_DEVICES_ENTER_CODE_TITLE","Enter link code"
"TID_LINK_DEVICE_BUTTON","Link a device"
"TID_LINK_NEW_DEVICE_GAME_CENTER_NOTE","NOTE: If you're playing only on iOS devices and are using your Game Center account, you don't need to link your devices. Just log in with the same Game Center account."
"TID_LINK_NEW_DEVICE_NEW_BUTTON","This is the\nNEW DEVICE"
"TID_LINK_NEW_DEVICE_OLD_BUTTON","This is the\nOLD DEVICE"
"TID_LINK_NEW_DEVICE_TEXT","If you want to play on two devices or would like to transfer your account to a new device, you can do it here."
"TID_LINK_NEW_DEVICE_TEXT2","To start, tap one:"
"TID_LINK_NEW_DEVICE_TITLE","Link a device"
"TID_LINK_SAME_PLATFORM","To play on multiple iOS devices, please make sure you're logged into Game Center on this device.\n\nThen, log into Game Center with the other device. Your progress will be automatically synchronized."
"TID_LINK_SAME_PLATFORM_ANDROID","To play on multiple Android devices, please make sure you have signed in to your Google account in the game's settings.\n\nThen, sign in with your Google account also on the other device. Your progress will be automatically synchronized."
"TID_LINK_SAME_PLATFORM_KUNLUN","To play on multiple Android devices, download Clash of Clans from the same Android App Store and sign-in using the same account. Your progress will be automatically synchronized."
"TID_LINK_SAME_PLATFORM_TENCENT","To play on multiple devices, please make sure you have signed in to your WeChat or QQ account in the game's settings.\n\nThen, sign in with the same WeChat or QQ account also on the other device. Your progress will be automatically synchronized."
"TID_LINK_SAME_PLATFORM_TITLE","Sync with Game Center"
"TID_LINK_SAME_PLATFORM_TITLE_ANDROID","Sync with a Google account"
"TID_LINK_SAME_PLATFORM_TITLE_KUNLUN","Sync with your account"
"TID_LINK_SAME_PLATFORM_TITLE_TENCENT","Sync with your account"
"TID_LINK_TARGET_DEVICE_TEXT","Choose the type of the device you want to link to:"
"TID_LINK_TARGET_DEVICE_TYPE","Target Device"
"TID_LINK_TARGET_IOS_BUTTON","I want to link to\nan iPhone, iPad or iPod"
"TID_LINK_TARGET_IOS_BUTTON_ANDROID","I want to link to\nan Android device"
"TID_LINK_TARGET_OTHER_BUTTON","I want to link to\nanother device"
"TID_LIVE_ESPORTS","LIVE"
"TID_LIVE_REPLAY","Live Replay"
"TID_LIVE_REPLAY_FAIL_GENERIC","Unable to watch live. Please try again later."
"TID_LIVE_REPLAY_FAIL_NO_DATA_FOUND","Unable to watch live. This battle has already ended."
"TID_LIVE_REPLAY_FAIL_NO_FREE_SLOTS","Unable to watch live. All spectator slots are full."
