"TID","NL"
"TID_NOT_ENOUGH_HOUSING_SPACE","Je hebt te weinig ruimte in de legerkampen!"
"TID_NOT_ENOUGH_RAID_MEDALS","Je hebt niet genoeg roofmedailles. Verdien er meer tijdens het volgende roofweekend."
"TID_NOT_ENOUGH_RESOURCE","Je hebt te weinig <resource>!"
"TID_NOT_ENOUGH_RESOURCE_TWO","Je hebt te weinig <resource1> en <resource2>!"
"TID_NOT_ENOUGH_SPACE_CC","Niet genoeg plek in het clankasteel"
"TID_NOT_ENOUGH_SPACE_CC_REQUEST","Niet genoeg plek in het clankasteel, de vereiste items moeten nog gedoneerd worden."
"TID_NOT_ENOUGH_SPACE_IN_TREASURY","Je stadhuis heeft niet genoeg ruimte voor een <booster>."
"TID_NOT_ENOUGH_SPACE_IN_TREASURY_MULTI","Je stadhuis heeft niet genoeg ruimte voor <num>x een <booster>."
"TID_NOT_ENOUGH_SPELL_STORAGE","Je spreukenopslag heeft zijn limiet bereikt!"
"TID_NOT_ENOUGH_WORKERS_HEADER","Bouwvakkers zijn bezig!"
"TID_NOT_ENOUGH_WORKERS_TEXT","De vorige taak voltooien en een bouwvakker vrij maken?"
"TID_NOT_ENOUGH_WORKERS_TEXT_ARTO","Het vorige gebouw voltooien en B.O.B. vrijmaken?"
"TID_NOT_ENOUGH_WORKERS_TEXT_GEAR_UP","De verbetering voltooien en de meesterbouwer vrijmaken?"
"TID_NOT_ENOUGH_WORKERS_TEXT_MASTER_BUILDER","Het vorige gebouw voltooien en de meesterbouwer vrij maken?"
"TID_NOT_UNLOCKED_YET","Nog niet ontgrendeld"
"TID_NO_BOOKMARKS","Je hebt geen bladwijzers voor clans.\n\nJe kunt een bladwijzer voor een clan maken op de infopagina van de clan."
"TID_NO_CAPITAL_ARMY","Kies je hoofdstadsleger voordat je aanvalt."
"TID_NO_CLAN","Geen clan"
"TID_NO_DEFENSES_YET","Nog geen verdedigingen ingezet"
"TID_NO_EVENTS_CONTENT","Er zijn momenteel geen evenementen gepland.\nNeem later weer een kijkje!"
"TID_NO_EVENTS_TITLE",
"TID_NO_FACEBOOK_FRIENDS","Geen Facebook-vrienden gevonden die Clash of Clans spelen"
"TID_NO_FREE_TRAINING_SLOT_AVAILABLE","Verwijder eerst bestaande eenheden."
"TID_NO_FRIENDLY_ARMY","Je moet eerst een vriendschappelijk leger samenstellen."
"TID_NO_MATCHING_RESULTS_FOUND","Geen overeenkomende resultaten gevonden"
"TID_NO_MESSAGES","Geen nieuwe berichten"
"TID_NO_MESSAGES_TEXT","Zodra je het clankasteel hebt gerepareerd, kun je hier clanuitnodigingen ontvangen."
"TID_NO_MORE_CALL_FOR_TARGETS","Je hebt al een doelwit geclaimd."
"TID_NO_OPENID_LOGIN_DISALLOWED_TENCENT","根据相关部门的最新防沉迷规则，请您打开设备设置，将设备语言切换至简体中文后，即可使用QQ/微信账号登录游戏。"
"TID_NO_OPENID_LOGIN_KUNLUN_ACCOUNTS","此账号已成功完成绑定，请您继续使用原有方式登录，后续登录方式请留意官方公告。"
"TID_NO_PRIVILEDGE_TO_EDIT","Je moet een hogere rang in je clan hebben om notities te bewerken."
"TID_NO_RAIDS_MADE_YET","Nog geen rooftochten voltooid"
"TID_NO_RIGHTS_TO_EDIT_DISTRICT_LAYOUT","Alleen leiders en co-leiders kunnen districtsindelingen wijzigen."
"TID_NO_SHIELD","Geen schild"
"TID_NO_SPELLS","Je moet eerst wat spreuken brouwen."
"TID_NO_TREASURY_LOOT_TO_COLLECT","De schatkamer is leeg! Er is niets om te verzamelen."
"TID_NO_TROOPS","Je moet eerst wat troepen trainen."
"TID_NPC1","Koboldbuitenpost"
"TID_NPC10","Koboldstad"
"TID_NPC11","M voor mortier"
"TID_NPC12","Megaknaller"
"TID_NPC13","Onbeweeglijk voorwerp"
"TID_NPC14","Goudfort"
"TID_NPC15","Wachttoren"
"TID_NPC16","Nepgoud"
"TID_NPC17","Gepokt en gemazeld"
"TID_NPC18","Springkasteel"
"TID_NPC19","Fikova"
"TID_NPC2","Rotsfort"
"TID_NPC20","Koboldcampus"
"TID_NPC21","Doordouwer"
"TID_NPC22","Ommahha Biets"
"TID_NPC23","Muren van staal"
"TID_NPC24","Siciliaanse verdediging"
"TID_NPC25","Obsidiaantoren"
"TID_NPC26","Pijlpunt"
"TID_NPC27","Rode loper"
"TID_NPC28","Natuurkracht"
"TID_NPC29","Stalen zenuwen"
"TID_NPC3","Koboldknuppel"
"TID_NPC30","Majestueus"
"TID_NPC31","Mokerslag"
"TID_NPC32","Apenpakkie"
"TID_NPC33","Pechtoren"
"TID_NPC34","Vechtjas"
"TID_NPC35","Tien met een griffel"
"TID_NPC36","Koboldwalhalla"
"TID_NPC37","Aan de haak"
"TID_NPC38","Onvoorziene schade"
"TID_NPC39","Kies-pijn"
"TID_NPC4","Kanonsregen"
"TID_NPC40","Megaboos"
"TID_NPC41","Kristalkorst"
"TID_NPC42","IJskoud"
"TID_NPC43","Spring-in-'t-veld"
"TID_NPC44","Aanrecht"
"TID_NPC45","Rollende terreur"
"TID_NPC46","Megavilla"
"TID_NPC47","P.E.K.K.A.'s speelhuis"
"TID_NPC48","Sorbettorens"
"TID_NPC49","Koboldkoning v.1"
"TID_NPC5","Twee rokende lopen"
"TID_NPC50","Koboldkoning v.2"
"TID_NPC51","Kolonisten"
"TID_NPC52","Kruis en bogen"
"TID_NPC53","Boswandeling"
"TID_NPC54","Skelettenloop"
"TID_NPC55","Magietraining"
"TID_NPC56","Hogedrukzone"
"TID_NPC57","Vrij luchtruim"
"TID_NPC58","Afstudeerceremonie"
"TID_NPC59","Nachtwerk"
"TID_NPC6","Goudkoorts"
"TID_NPC60","Omsingelingsaanval"
"TID_NPC61","Een brandend gevoel"
"TID_NPC62","Ondergrondse werken"
"TID_NPC63","Kans op teamwerk"
"TID_NPC64","Bowlingbaan"
"TID_NPC65","Hou het hoofd koel"
"TID_NPC66","Adelaarsnest"
"TID_NPC67","Vuurwerk NV"
"TID_NPC68","Koboldenstad"
"TID_NPC69","Mens erger je niet"
"TID_NPC7","Op de korrel"
"TID_NPC70","De arena"
"TID_NPC71","Papieren kaart"
"TID_NPC72","Vallen gespot"
"TID_NPC73","Grote boulevard"
"TID_NPC74","Belegerd"
"TID_NPC75","Drakengrot"
"TID_NPC76","Vleermuisvriendelijk"
"TID_NPC77","Krachtring"
"TID_NPC78","Verdacht gat"
"TID_NPC79","Doelgericht"
"TID_NPC8","Rattenvallei"
"TID_NPC80","Plaaggeest"
"TID_NPC81","Titanisch"
"TID_NPC82","Koude vlam"
"TID_NPC83","Hoekgeval"
"TID_NPC84","Pad naar pijn"
"TID_NPC85","Bouwvakkeropolis"
"TID_NPC86","Monolitisch"
"TID_NPC87","Enorme hoofdpijn"
"TID_NPC88","Giftig stadsplein"
"TID_NPC89","Verdwijnend dilemma"
"TID_NPC9","Brute kracht"
"TID_NPC90","M.A.M.A.'s gekkenhuis"
"TID_NPC_ATTACK_BUTTON","Aanvallen"
"TID_NPC_CHALLENGE_ACTIVATE_QUEEN_ABILITY","Het is nu tijd om het <c9916c8>talent van de koningin</c> te activeren."
"TID_NPC_CHALLENGE_BOWIGI_ARCHERQUEEN","Zet je <c9916c8>boogschutterskoningin</c> voor je <c54a0fe>helers</c> in."
"TID_NPC_CHALLENGE_BOWIGI_BALLOON1","Met <c54a0fe>ballonnen</c> kun je vallen verwijderen die een gevaar vormen voor je <c54a0fe>helers</c>. Zet er nu een in."
"TID_NPC_CHALLENGE_BOWIGI_BOWLERS","<c54a0fe>Bowlers</c> richten de grootste schade aan. Zet ze in het midden en vanonder in het veld in."
"TID_NPC_CHALLENGE_BOWIGI_CLEANUP","Zet de overige troepen in om te helpen met opruimen."
"TID_NPC_CHALLENGE_BOWIGI_FREEZE1","Gebruik een <c38eaff>vriesspreuk</c> op de <cf70d16>infernotoren</c> voordat deze je <c54a0fe>muursloper</c> kan uitschakelen."
"TID_NPC_CHALLENGE_BOWIGI_FREEZE2","Gebruik nu een <c38eaff>vriesspreuk</c> op de tweede <cf70d16>infernotoren</c>."
"TID_NPC_CHALLENGE_BOWIGI_GIANTS","Zet je <c54a0fe>reuzen</c> in het midden en vanonder in het veld in."
"TID_NPC_CHALLENGE_BOWIGI_HEALERS","Om de koninginnenmars te beginnen, zet je eerst in een hoek je <c54a0fe>helers</c> in."
"TID_NPC_CHALLENGE_BOWIGI_KINGABILITY","De levenspunten van de <c9916c8>barbarenkoning</c> zijn bijna op. Activeer zijn <c9916c8>talent</c>!"
"TID_NPC_CHALLENGE_BOWIGI_QUEENABILITY","Gebruik het talent van je <c9916c8>boogschutterskoningin</c> als ze in de problemen raakt."
"TID_NPC_CHALLENGE_BOWIGI_RAGE2","Gebruik een <cf07bf8>woedespreuk</c> om je leger zich door het midden en de onderkant van het veld te laten slaan."
"TID_NPC_CHALLENGE_BOWIGI_WALLBREAKERS","Gebruik je <c54a0fe>muurbrekers</c> vanonder in het veld om een weg vrij te maken voor je <c54a0fe>bowlers</c>."
"TID_NPC_CHALLENGE_BOWIGI_WALLWRECKER","Zet daarna je <c54a0fe>muursloper</c>, <c9916c8>nobele wachter</c> en <c9916c8>barbarenkoning</c> in."
"TID_NPC_CHALLENGE_BOWIGI_WITCHES","<c54a0fe>Heksen</c> kunnen je andere troepen beschermen. Zet ze in bij de belangrijkste groep troepen."
"TID_NPC_CHALLENGE_DEPLOY_AIR_GRAND_WARDEN","Zet nu je <c9916c8>nobele wachter</c> in. Gebruik de vliegmodus."
"TID_NPC_CHALLENGE_DEPLOY_ARCHER_QUEEN","Zet de <c9916c8>boogschutterskoningin</c> in."
"TID_NPC_CHALLENGE_DEPLOY_BARBARIAN_KING","Zet de <c9916c8>barbarenkoning</c> in."
"TID_NPC_CHALLENGE_FOUR_EARTHQUAKES","Vier <ca9561f>aardbevingsspreuken</c> vernietigen de muren altijd helemaal. Gebruik ze om de basis open te breken."
"TID_NPC_CHALLENGE_GET_RID_OF_CC_WITH_POISON","Gebruik een <ce98714>gifspreuk</c> om de vijandelijke clankasteeltroepen uit de weg te ruimen."
"TID_NPC_CHALLENGE_HEALERS_TO_SUPPORT_QUEEN","Zet <c54a0fe>helers</c> in om de <c9916c8>boogschutterskoningin</c> te ondersteunen."
"TID_NPC_CHALLENGE_INFO_AIR_SWEEPER","Benader het dorp van achter de <cf70d16>windmachine</c>."
"TID_NPC_CHALLENGE_JUMP_TO_CLOSED_COMPARTMENTS","Gebruik de <c85ff3b>sprongspreuk</c> om afgesloten delen te bereiken."
"TID_NPC_CHALLENGE_LOON_1","Zet meerdere <c54a0fe>ballonnen</c> in om de verdediging te overrompelen. Je eerste prioriteit is de <cf70d16>luchtafweer</c>."
"TID_NPC_CHALLENGE_LOON_2","Zet meerdere groepen in om de gebiedsschade van vallen en <cf70d16>tovenaarstorens</c> te beperken."
"TID_NPC_CHALLENGE_LOON_3","Richt je eerst op het vernietigen van verdedigingswerken die luchteenheden aanvallen."
"TID_NPC_CHALLENGE_LOON_4","Vernietig de laatste <cf70d16>boogschuttertoren</c> met je overige <c54a0fe>ballonnen</c>."
"TID_NPC_CHALLENGE_POISON_TO_SLOW_DOWN_QUEEN","Gebruik de <ce98714>gifspreuk</c> om de <cf70d16>vijandelijke koningin</c> te vertragen."
"TID_NPC_CHALLENGE_PROGRESS_WARNING_TEXT","Je hebt het perfect gedaan! Wil je oefenen zonder inzetstappen?"
"TID_NPC_CHALLENGE_PROGRESS_WARNING_TITLE","Goed gedaan!"
"TID_NPC_CHALLENGE_RAGE_ON_ENTRANCE","Gebruik een <cf07bf8>woedespreuk</c> op de 'ingang', zodat de meeste troepen ervan kunnen profiteren."
"TID_NPC_CHALLENGE_RAGE_THE_HEALERS","Gebruik een <cf07bf8>woedespreuk</c> om je <c54a0fe>helers</c> sneller te laten werken."
"TID_NPC_CHALLENGE_RAGE_TOUGH_TARGETS","Met <cf07bf8>woedespreuken</c> kun je lastige doelwitten vernietigen."
"TID_NPC_CHALLENGE_SPELLS_TO_CLEAN_UP","Gebruik de overige spreuken om te helpen met opruimen."
"TID_NPC_CHALLENGE_TH10_BOBAT_ARCHER_QUEEN","Zet de <c9916c8>boogschutterskoningin</c> in om twee <cf70d16>tovenaarstorens</c> te vernietigen om je <c54a0fe>vleermuizen</c> later te helpen beschermen."
"TID_NPC_CHALLENGE_TH10_BOBAT_BATWAVE","Gebruik <c9916c8>vleermuizenspreuken</c> om een enorme zwerm <c54a0fe>vleermuizen</c> te maken die snel resterende verdedigingen vernietigt."
"TID_NPC_CHALLENGE_TH10_BOBAT_BOWLERS","Zet <c54a0fe>bowlers</c> in om de aanval te ondersteunen."
"TID_NPC_CHALLENGE_TH10_BOBAT_FREEZES","Gebruik een <c38eaff>vriesspreuk</c> op eventuele luchtafweerverdediging om de <c54a0fe>vleermuizen</c> te helpen."
"TID_NPC_CHALLENGE_TH10_BOBAT_PEKKAS","Zet <c54a0fe>P.E.K.K.A's</c> in om de weg vrij te maken."
"TID_NPC_CHALLENGE_TH10_BOBAT_RAGE","Gebruik de <cf07bf8>woedespreuk</c> om je <c9916c8>boogschutterskoningin</c> en <c54a0fe>muurbrekers</c> een boost te geven."
"TID_NPC_CHALLENGE_TH10_BOBAT_WALL_BREAKERS","Breek de muur om de <cf70d16>ovenaarstoren</c> te bereiken. Met een <cf07bf8>woedespreuk</c> brengen <c54a0fe>Muurbrekers</c> meer schade aan!"
"TID_NPC_CHALLENGE_TH10_BOBAT_WALL_WRECKER","Gebruik de resterende troepen om de <cf70d16>tovenaarstoren</c> en <cf70d16>meervoudige infernotoren</c> te vernietigen. Begin met een <c54a0fe>muursloper</c>."
"TID_NPC_CHALLENGE_TH10_MINER_ARCHER_QUEEN","Zet de <c9916c8>boogschutterskoningin</c> in. Ze moet tegen de klok in rond de basis lopen."
"TID_NPC_CHALLENGE_TH10_MINER_BARBARIAN_KING","Zet de <c9916c8>barbarenkoning</c> in. Hij zorgt voor afleiding van de vijandelijke verdediging, zodat de <c54a0fe>mijnwerkers</c> niet aangevallen worden."
"TID_NPC_CHALLENGE_TH10_MINER_HEALERS","Zet <c54a0fe>helers</c> in om de <c9916c8>boogschutterskoningin</c> in leven te houden!"
"TID_NPC_CHALLENGE_TH10_MINER_HEALS","Gebruik genezingsspreuken om <c54a0fe>mijnwerkers</c> in leven te houden als ze zwaar onder vuur liggen."
"TID_NPC_CHALLENGE_TH10_MINER_MINERS","Nu hebben je <c54a0fe>mijnwerkers</c> een vrij pad rond de basis."
"TID_NPC_CHALLENGE_TH10_MINER_RAGE","Gebruik een <cf07bf8>woedespreuk</c> bij de ingang om snel de <cf70d16>infernotoren</c> te elimineren voordat deze je <c54a0fe>helers</c> roostert!"
"TID_NPC_CHALLENGE_TH10_MINER_TEST_WALL_BREAKER","Zet een <c54a0fe>muurbreker</c> in om te controleren of er <cf70d16>bommen</c> in de buurt van de muur zijn."
"TID_NPC_CHALLENGE_TH10_MINER_WALL_BREAKERS","Zet andere <c54a0fe>muurbrekers</c> in om de muur te breken en de <c9916c8>boogschutterskoningin</c> naar binnen te laten lopen."
"TID_NPC_CHALLENGE_TH10_MINER_WIZARDS1","Zet <c54a0fe>tovenaars</c> in om wat gebouwen te verwijderen. Dit zorgt ervoor dat de <c9916c8>boogschutterskoningin</c> in het dorp blijft."
"TID_NPC_CHALLENGE_TH10_MINER_WIZARDS2","Zet wat <c54a0fe>tovenaars</c> in om gebouwen op hoeken en aan de zijkanten vrij te maken om de <c54a0fe>mijnwerkers</c> gefocust te houden."
"TID_NPC_CHALLENGE_TH10_MINER_WIZARDS3","Zet resterende <c54a0fe>tovenaars</c> in om ervoor te zorgen dat <c54a0fe>mijnwerkers</c> in de basis blijven."
"TID_NPC_CHALLENGE_TH11_EDRAG_ARCHER_QUEEN","Zet de <c9916c8>boogschutterskoningin</c> in om de trechter te voltooien."
"TID_NPC_CHALLENGE_TH11_EDRAG_BALLOONS","Zet ten slotte de <c54a0fe>ballonnen</c> in."
"TID_NPC_CHALLENGE_TH11_EDRAG_BATTLE_BLIMP","Gebruik de <c54a0fe>strijdzeppelin</c> om een <c54a0fe>elektrodraak</c> naar de kern te sturen om de <cf70d16>adelaarsartillerie</c> te vernietigen."
"TID_NPC_CHALLENGE_TH11_EDRAG_CLONES","Gebruik <ca0c0fe>kloonspreuken</c> om meer <c54a0fe>ballonnen</c> in de kern te maken."
"TID_NPC_CHALLENGE_TH11_EDRAG_DEPLOY_BLIMP","Activeer de <c54a0fe>strijdzeppelin</c> om de clankasteeltroepen in te zetten die erin zitten."
"TID_NPC_CHALLENGE_TH11_EDRAG_EDRAGS","Zet de resterende <c54a0fe>elektrodraken</c> op één lijn in."
"TID_NPC_CHALLENGE_TH11_EDRAG_FUNNEL_EDRAG1","Deze basis is zeer zwak tegen <c54a0fe>elektrodraken</c>. Zet er een in om de <cf70d16>luchtafweer</c> met ketenbliksems te vernietigen."
"TID_NPC_CHALLENGE_TH11_EDRAG_FUNNEL_EDRAG2","Zet één <c54a0fe>elektrodraak</c> in om de hoek vrij te maken."
"TID_NPC_CHALLENGE_TH11_EDRAG_GRAND_WARDEN","Zet de <c9916c8>nobele wachter</c> in om de <c54a0fe>elektrodraken</c> te ondersteunen. Zorg dat je de luchtmodus gebruikt om grondvallen te vermijden."
"TID_NPC_CHALLENGE_TH11_EDRAG_RAGE1","Gebruik een <cf07bf8>woedespreuk</c> om de kracht van de aanval te vergroten."
"TID_NPC_CHALLENGE_TH11_LAVALOON_BALLOONS1","Zet het grootste deel van de <c54a0fe>ballonnen</c> in."
"TID_NPC_CHALLENGE_TH11_LAVALOON_BALLOONS2","Zet wat <c54a0fe>ballonnen</c> in om het gebied snel vrij te maken."
"TID_NPC_CHALLENGE_TH11_LAVALOON_BALLOONS3","Zet de rest van je <c54a0fe>ballonnen</c> in."
"TID_NPC_CHALLENGE_TH11_LAVALOON_BARBARIAN_KING","Zet de <c9916c8>barbarenkoning</c> in."
"TID_NPC_CHALLENGE_TH11_LAVALOON_HASTE1","Ballonnen zijn traag. Gebruik <cf07bf8>haastspreuken</c> om ze sneller te maken. Gebruik meerdere vingers."
"TID_NPC_CHALLENGE_TH11_LAVALOON_HASTE2","Gebruik je laatste <cf07bf8>haastspreuk</c> om je <c54a0fe>ballonnen</c> de boel te laten opruimen."
"TID_NPC_CHALLENGE_TH11_LAVALOON_HOUNDS1","Begin met <c54a0fe>lavahonden</c> om je <c54a0fe>ballonnen</c> te beschermen."
"TID_NPC_CHALLENGE_TH11_LAVALOON_HOUNDS2","Zet nog een <c54a0fe>lavahond</c> in."
"TID_NPC_CHALLENGE_TH11_LAVALOON_ICE_GOLEM","Zet de <c54a0fe>ijsgolem</c> in om de meeste verdedigingsgebouwen te bevriezen wanneer hij sterft."
"TID_NPC_CHALLENGE_TH11_LAVALOON_INFO_EAGLE","Begin de aanval door de <cf70d16>adelaarsartillerie</c> te vernietigen voor deze begint te schieten."
"TID_NPC_CHALLENGE_TH11_LAVALOON_INFO_QUEEN","Je moet ook een plan verzinnen om af te rekenen met de <cf70d16>vijandelijke koningin</c>."
"TID_NPC_CHALLENGE_TH11_LAVALOON_JUMP","Gebruik de <c85ff3b>sprongspreuk</c> zodat je <c9916c8>boogschutterskoningin</c> haar doelwitten kan bereiken."
"TID_NPC_CHALLENGE_TH11_LAVALOON_KING_ABILITY","Activeer het <c9916c8>talent van de barbarenkoning</c> voor hij sterft."
"TID_NPC_CHALLENGE_TH11_LAVALOON_MINIONS","Gebruik je <c54a0fe>gunstelingen</c> om de restanten op te ruimen."
"TID_NPC_CHALLENGE_TH11_LAVALOON_STONE_SLAMMER","Zet de <c54a0fe>steenbeuker</c> in. Hij beschermt je <c54a0fe>ballonnen</c> en vernietigt de verdediging."
"TID_NPC_CHALLENGE_TH11_LAVALOON_WARDEN_ABILITY","Gebruik het talent van je <c9916c8>nobele wachter</c> om je <c54a0fe>ballonnen</c> onkwetsbaar te maken."
"TID_NPC_CHALLENGE_TH12_DRAGBAT_BALLOONS","Zet de rest van je <c54a0fe>ballonnen</c> in."
"TID_NPC_CHALLENGE_TH12_DRAGBAT_DRAGONS","Zet <c54a0fe>draken</c> op één lijn in."
"TID_NPC_CHALLENGE_TH12_DRAGBAT_FREEZE1","Gebruik een <c38eaff>vriesspreuk</c> om de <c54a0fe>vleermuizen</c> in leven te houden. Mik op zowel de <cf70d16>tovenaarstoren</c> als de <cf70d16>luchtafweer</c>!"
"TID_NPC_CHALLENGE_TH12_DRAGBAT_FREEZE2","Gebruik de resterende <c38eaff>vriesspreuk</c> en het <c9916c8>talent van je nobele wachter</c> om ervoor te zorgen dat het <cf70d16>stadhuis</c> valt."
"TID_NPC_CHALLENGE_TH12_DRAGBAT_ICE_GOLEMS","Zet <c54a0fe>ijsgolems</c> in om de <c9916c8>boogschutterskoningin</c> te beschermen."
"TID_NPC_CHALLENGE_TH12_DRAGBAT_SNIPE_ARCHER_TOWER","Bestook de <cf70d16>boogschuttertoren</c> met wat <c54a0fe>ballonnen</c>."
"TID_NPC_CHALLENGE_TH12_DRAGBAT_SPAWN_BATS1","Gebruik <c9916c8>vleermuizenspreuken</c> om van de <cf70d16>adelaarsartillerie</c> en de <cf70d16>enkelvoudige infernotoren</c> af te komen."
"TID_NPC_CHALLENGE_TH12_DRAGBAT_SPAWN_BATS2","Gebruik <c9916c8>vleermuizenspreuken</c> om de resterende <cf70d16>tovenaarstoren</c> te vernietigen."
"TID_NPC_CHALLENGE_TH12_DRAGBAT_STONE_SLAMMER","Zet een <c54a0fe>steenbeuker</c> in om de <cf70d16>meervoudige infernotoren</c> te vernietigen."
"TID_NPC_CHALLENGE_TH12_YETI_CLEANUP","Gebruik de rest van je <c54a0fe>tovenaars</c>, een <cf07bf8>haastspreuk</c> en een <c38eaff>vriesspreuk</c> om de aanval af te maken."
"TID_NPC_CHALLENGE_TH12_YETI_EARTHQUAKES","Gebruik <ca9561f>aardbevingsspreuken</c> om de basis open te breken en wat schade toe te brengen aan gebouwen."
"TID_NPC_CHALLENGE_TH12_YETI_FUNNEL_PEKKAS","Zet <c54a0fe>P.E.K.K.A.'s</c> in om de andere hoek vrij te maken. Houd ze uit de buurt van je <c9916c8>nobele wachter</c>!"
"TID_NPC_CHALLENGE_TH12_YETI_FUNNEL_WIZARDS","Zet een aantal <c54a0fe>tovenaars</c> in als ondersteuning."
"TID_NPC_CHALLENGE_TH12_YETI_GRAND_WARDEN","Begin door de <c9916c8>nobele wachter</c> in te zetten in de grondmodus."
"TID_NPC_CHALLENGE_TH12_YETI_HEALERS","Zet <c54a0fe>helers</c> in om de <c9916c8>nobele wachter</c> te ondersteunen."
"TID_NPC_CHALLENGE_TH12_YETI_INFO_WARDEN_WALK","Het hoofddoel van de <c9916c8>nobele wachter</c> is om de hoek vrij te maken en de <cf70d16>infernotoren</c> te vernietigen."
"TID_NPC_CHALLENGE_TH12_YETI_JUMP","Gebruik een <c85ff3b>sprongspreuk</c> om in de buurt van de <cf70d16>giga-Tesla</c> te kunnen komen."
"TID_NPC_CHALLENGE_TH12_YETI_PEKKAS","Zet de rest van je <c54a0fe>P.E.K.K.A.'s</c> in."
"TID_NPC_CHALLENGE_TH12_YETI_RAGE2","Gebruik een <cf07bf8>woedespreuk</c> om de kern snel vrij te maken."
"TID_NPC_CHALLENGE_TH12_YETI_STONE_SLAMMER","Zet de <c54a0fe>steenbeuker</c> in om de zijkant vrij te maken. De belegeringsmachine bevat acht <c54a0fe>ballonnen</c>."
"TID_NPC_CHALLENGE_TH12_YETI_YETIS","Zet <c54a0fe>yeti's</c> in om de aandacht van de <c9916c8>nobele wachter</c> te trekken!"
"TID_NPC_CHALLENGE_TH13_HYBRID_ARCHER_QUEEN","Zet de <c9916c8>boogschutterskoningin</c> in om af te rekenen met de <cf70d16>ijsgolems</c>."
"TID_NPC_CHALLENGE_TH13_HYBRID_BABY_DRAGON","Zet een <c54a0fe>babydraak</c> in om de onderkant vrij te maken zodat de <c9916c8>boogschutterskoningin</c> naar boven kan lopen."
"TID_NPC_CHALLENGE_TH13_HYBRID_CLEAN_UP","Gebruik je resterende spreuken om de aanval af te maken."
"TID_NPC_CHALLENGE_TH13_HYBRID_ELECTRO_DRAGON","Maak de andere hoek vrij met de <c9916c8>elektrodraak</c> terwijl de <c54a0fe>boogschutterskoningin</c> bezig is."
"TID_NPC_CHALLENGE_TH13_HYBRID_GOLEM","Er staan veel krachtige verdedigingswerken in de benedenhoek van de basis. Laat een <c54a0fe>golem</c> de meeste schade opvangen."
"TID_NPC_CHALLENGE_TH13_HYBRID_GRAND_WARDEN","Zet de <c9916c8>nobele wachter</c> in om je <c54a0fe>mijnwerkers</c> te volgen. Gebruik hem in de grondmodus!"
"TID_NPC_CHALLENGE_TH13_HYBRID_HEAL","Gebruik een <cffe346>genezingsspreuk</c> om je <c54a0fe>mijnwerkers</c> en <c54a0fe>varkensruiters</c> in leven te houden."
"TID_NPC_CHALLENGE_TH13_HYBRID_HOGS","Zet je <c54a0fe>varkensruiters</c> in om de <c54a0fe>mijnwerkers</c> te ondersteunen."
"TID_NPC_CHALLENGE_TH13_HYBRID_MINERS","De zijkanten zijn vrijgemaakt. Stuur je <c54a0fe>mijnwerkers</c> naar de kern."
"TID_NPC_CHALLENGE_TH13_HYBRID_RAGE1","Gebruik een <cf07bf8>woedespreuk</c> om snel de basis open te breken!"
"TID_NPC_CHALLENGE_TH13_HYBRID_ROYAL_CHAMPION","Zet de <c9916c8>koninklijke kampioene</c> in. Ze is heel effectief als je haar combineert met <c54a0fe>varkensruiters</c>."
"TID_NPC_CHALLENGE_TH13_HYBRID_SIEGE_BARRACKS","Zet een <c54a0fe>belegeringskazerne</c> in achter de <c54a0fe>golem</c>."
"TID_NPC_CHALLENGE_TH13_HYBRID_VALKYRIES","Begin door <c54a0fe>valkyries</c> in te zetten om de vijandelijke clankasteeltroepen te lokken."
"TID_NPC_CHALLENGE_TH4_GIANT_GIANTS1","Zet een <c54a0fe>reus</c> in om je <c54a0fe>muurbrekers</c> te beschermen."
"TID_NPC_CHALLENGE_TH4_GIANT_GIANTS2","Zet nu <c54a0fe>reuzen</c> in om alle verdedigingswerken te vernietigen."
"TID_NPC_CHALLENGE_TH4_GIANT_GOBLINS","Zet je <cf70d16>kobolden</c> in nadat de <c54a0fe>mortier</c> is vernietigd om de boel op te ruimen."
"TID_NPC_CHALLENGE_TH4_GIANT_WALL_BREAKERS","Vernietig snel de muren voordat de <c54a0fe>reus</c> wordt verslagen."
"TID_NPC_CHALLENGE_TH6_GIWIWA_GIANT","Zet een <c54a0fe>reus</c> in om je <c54a0fe>muurbrekers</c> te beschermen."
"TID_NPC_CHALLENGE_TH6_GIWIWA_GIANTS","Begin de hoofdaanval door eerst je <c54a0fe>reuzen</c> in te zetten zodat ze je <c54a0fe>tovenaars</c> beschermen."
"TID_NPC_CHALLENGE_TH6_GIWIWA_HEAL1","Gebruik een <cffe346>genezingsspreuk</c> om <c54a0fe>reuzen</c> te beschermen tegen de <cf70d16>tovenaarstoren</c>."
